     R/R2    Teta(deg)    Cp    
    .53333   -13.380   -.05537
    .53333   -12.562   -.06772
    .53333   -11.743   -.07669
    .53333    -8.426   -.09358
    .53333    -6.544   -.08609
    .53333    -4.661   -.08291
    .53333    -3.024   -.08478
    .53333    -2.205   -.08733
    .53333    -1.387   -.08782
    .53333     -.568   -.08752
    .53333      .250   -.08998
    .53333     1.887   -.08678
    .53333     3.524   -.08798
    .53333     4.343   -.09331
    .53333     4.752   -.08670
    .53333     5.161   -.08686
    .53333     5.570   -.08463
    .53333     5.783   -.08352
    .53333     5.980   -.08230
    .53333     6.193   -.08182
    .53333     6.389   -.08160
    .53333     6.798   -.08022
    .53333     7.617   -.07173
    .53333     8.435   -.06534
    .53333     9.254   -.06100
    .53333    10.072   -.05447
    .59524   -78.388   -.03002
    .59524   -77.569   -.02066
    .59524   -76.751   -.01219
    .59524   -75.114    .01162
    .59524   -73.477    .02975
    .59524   -72.658    .03893
    .59524   -72.249    .04611
    .59524   -71.840    .04608
    .59524   -71.431    .05087
    .59524   -71.218    .05391
    .59524   -71.021    .05662
    .59524   -70.808    .06070
    .59524   -70.612    .06421
    .59524   -70.202    .07371
    .59524   -69.384    .08388
    .59524   -68.565    .09833
    .59524   -67.747    .11318
    .59524   -66.928    .13251
    .59524   -66.110    .14984
    .59524   -65.291    .16675
    .59524   -63.654    .18632
    .59524   -62.017    .19050
    .59524   -60.380    .16243
    .59524   -59.562    .10519
    .59524   -58.743    .03502
    .59524   -55.427   -.05649
    .59524   -53.544   -.05326
    .59524   -51.662   -.08955
    .59524   -50.025   -.11964
    .59524   -49.206   -.11940
    .59524   -48.388   -.10857
    .59524   -47.569   -.09583
    .59524   -46.750   -.08295
    .59524   -45.113   -.06786
    .59524   -43.476   -.06678
    .59524   -42.658   -.06778
    .59524   -42.249   -.07288
    .59524   -41.839   -.07793
    .59524   -41.430   -.07748
    .59524   -41.218   -.08010
    .59524   -41.021   -.08186
    .59524   -40.808   -.08445
    .59524   -40.612   -.08736
    .59524   -40.202   -.08688
    .59524   -39.384   -.09034
    .59524   -38.565   -.09583
    .59524   -37.747   -.09427
    .59524   -36.928   -.09012
    .59524   -36.110   -.08791
    .59524   -35.291   -.08486
    .59524   -33.654   -.08711
    .59524   -32.017   -.08076
    .59524   -30.380   -.07446
    .59524   -29.562   -.06634
    .59524   -28.743   -.05715
    .59524   -25.427   -.01441
    .59524   -23.544   -.00165
    .59524   -21.661    .01561
    .59524   -20.024    .03503
    .59524   -19.206    .04567
    .59524   -18.387    .05814
    .59524   -17.569    .07157
    .59524   -16.750    .08569
    .59524   -15.113    .12584
    .59524   -13.476    .16223
    .59524   -12.657    .17742
    .59524   -12.249    .18957
    .59524   -11.839    .19895
    .59524   -11.430    .20286
    .59524   -11.217    .20448
    .59524   -11.020    .20639
    .59524   -10.808    .20941
    .59524   -10.612    .21103
    .59524   -10.202    .21473
    .59524    -9.383    .20720
    .59524    -8.565    .18507
    .59524    -7.746    .12499
    .59524    -6.928    .02638
    .59524    -6.110   -.04945
    .59524    -5.291   -.07802
    .59524    -3.654   -.06858
    .59524    -2.017   -.06273
    .59524     -.380   -.08330
    .59524      .438   -.10536
    .59524     1.257   -.11898
    .59524     4.574   -.09821
    .59524     6.456   -.07934
    .59524     8.339   -.07555
    .59524     9.976   -.08353
    .59524    10.795   -.09288
    .59524    11.613   -.09938
    .59524    12.432   -.10024
    .59524    13.250   -.10049
    .59524    14.887   -.09104
    .59524    16.524   -.08264
    .59524    17.343   -.07958
    .59524    17.752   -.08066
    .59524    18.161   -.08000
    .59524    18.570   -.07859
    .59524    18.783   -.07644
    .59524    18.980   -.07444
    .59524    19.193   -.07346
    .59524    19.389   -.07251
    .59524    19.798   -.07258
    .59524    20.617   -.06811
    .59524    21.435   -.05986
    .59524    22.254   -.05315
    .59524    23.072   -.04706
    .66667   -63.947    .11021
    .66667   -63.128    .11675
    .66667   -62.310    .12380
    .66667   -60.673    .13887
    .66667   -59.036    .15409
    .66667   -58.217    .15917
    .66667   -57.808    .16143
    .66667   -57.399    .16730
    .66667   -56.990    .16875
    .66667   -56.777    .17087
    .66667   -56.580    .17255
    .66667   -56.367    .17444
    .66667   -56.171    .17622
    .66667   -55.762    .18069
    .66667   -54.943    .18792
    .66667   -54.125    .20250
    .66667   -53.306    .20620
    .66667   -52.488    .21447
    .66667   -51.669    .22333
    .66667   -50.851    .23423
    .66667   -49.214    .24727
    .66667   -47.577    .26563
    .66667   -45.940    .25847
    .66667   -45.121    .22783
    .66667   -44.303    .18374
    .66667   -40.986    .08084
    .66667   -39.103    .02443
    .66667   -37.221    .02128
    .66667   -35.584   -.02137
    .66667   -34.765   -.03750
    .66667   -33.947   -.04198
    .66667   -33.128   -.04112
    .66667   -32.309   -.02824
    .66667   -30.672   -.01304
    .66667   -29.035    .00990
    .66667   -28.217    .01826
    .66667   -27.808    .02411
    .66667   -27.398    .02662
    .66667   -26.989    .02510
    .66667   -26.777    .02612
    .66667   -26.580    .02737
    .66667   -26.367    .02774
    .66667   -26.171    .02827
    .66667   -25.761    .03036
    .66667   -24.943    .03823
    .66667   -24.124    .03738
    .66667   -23.306    .03900
    .66667   -22.487    .05061
    .66667   -21.669    .05129
    .66667   -20.850    .05657
    .66667   -19.213    .06381
    .66667   -17.577    .07833
    .66667   -15.940    .08721
    .66667   -15.121    .09360
    .66667   -14.302    .10210
    .66667   -10.986    .13046
    .66667    -9.103    .14181
    .66667    -7.220    .15256
    .66667    -5.583    .15830
    .66667    -4.765    .16375
    .66667    -3.946    .17191
    .66667    -3.128    .17941
    .66667    -2.309    .18940
    .66667     -.672    .20829
    .66667      .965    .23479
    .66667     1.783    .25091
    .66667     2.192    .25843
    .66667     2.602    .26375
    .66667     3.011    .27272
    .66667     3.224    .27378
    .66667     3.420    .27459
    .66667     3.633    .27713
    .66667     3.829    .27940
    .66667     4.239    .28407
    .66667     5.057    .28751
    .66667     5.876    .27075
    .66667     6.694    .23798
    .66667     7.513    .19172
    .66667     8.331    .14731
    .66667     9.150    .11796
    .66667    10.787    .07538
    .66667    12.424    .04147
    .66667    14.061    .00535
    .66667    14.879   -.01679
    .66667    15.698   -.04242
    .66667    19.015   -.05136
    .66667    20.897   -.02904
    .66667    22.780    .00511
    .66667    24.417    .02350
    .66667    25.236    .02914
    .66667    26.054    .03772
    .66667    26.873    .03810
    .66667    27.691    .04093
    .66667    29.328    .05064
    .66667    30.965    .06316
    .66667    31.784    .06884
    .66667    32.193    .06727
    .66667    32.602    .06939
    .66667    33.011    .07031
    .66667    33.224    .07156
    .66667    33.420    .07258
    .66667    33.633    .07353
    .66667    33.830    .07495
    .66667    34.239    .07876
    .66667    35.057    .08383
    .66667    35.876    .09090
    .66667    36.694    .09813
    .66667    37.513    .10435
    .73810   -48.577    .24851
    .73810   -46.695    .26819
    .73810   -44.812    .28988
    .73810   -43.175    .31595
    .73810   -42.357    .33146
    .73810   -41.538    .34822
    .73810   -40.720    .36269
    .73810   -39.901    .37703
    .73810   -38.264    .40072
    .73810   -36.627    .42034
    .73810   -35.808    .42425
    .73810   -35.399    .42335
    .73810   -34.990    .41830
    .73810   -34.580    .41731
    .73810   -34.368    .41341
    .73810   -34.171    .40986
    .73810   -33.958    .40573
    .73810   -33.762    .40179
    .73810   -33.353    .38400
    .73810   -32.534    .33035
    .73810   -31.716    .28364
    .73810   -30.897    .24778
    .73810   -30.078    .22417
    .73810   -29.260    .20672
    .73810   -28.441    .18345
    .73810   -26.804    .14406
    .73810   -25.167    .10645
    .73810   -23.530    .05879
    .73810   -22.712    .04641
    .73810   -21.893    .05011
    .73810   -18.577    .13959
    .73810   -16.694    .17578
    .73810   -14.812    .19887
    .73810   -13.175    .20725
    .73810   -12.356    .21210
    .73810   -11.538    .21743
    .73810   -10.719    .22213
    .73810    -9.901    .22670
    .73810    -8.264    .23506
    .73810    -6.626    .24221
    .73810    -5.808    .24146
    .73810    -5.399    .23844
    .73810    -4.989    .24074
    .73810    -4.580    .24419
    .73810    -4.367    .24409
    .73810    -4.171    .24392
    .73810    -3.958    .24378
    .73810    -3.762    .24413
    .73810    -3.352    .24591
    .73810    -2.534    .25595
    .73810    -1.715    .26607
    .73810     -.897    .27233
    .73810     -.078    .28009
    .73810      .740    .28986
    .73810     1.559    .30081
    .73810     3.196    .30730
    .73810     4.833    .32190
    .73810     6.470    .34020
    .73810     7.288    .35598
    .73810     8.107    .37421
    .73810    11.423    .43807
    .73810    13.306    .46303
    .73810    15.188    .48974
    .73810    16.825    .49163
    .73810    17.644    .48896
    .73810    18.463    .47292
    .73810    19.281    .42974
    .73810    20.100    .36944
    .73810    21.737    .26510
    .73810    23.374    .23168
    .73810    24.192    .20052
    .73810    24.601    .18512
    .73810    25.011    .16977
    .73810    25.420    .16917
    .73810    25.633    .17030
    .73810    25.829    .16904
    .73810    26.042    .16675
    .73810    26.238    .16693
    .73810    26.648    .14869
    .73810    27.467    .11548
    .73810    28.285    .08205
    .73810    29.104    .06192
    .73810    29.922    .03420
    .73810    30.741    .02660
    .73810    31.559    .03718
    .73810    33.196    .06607
    .73810    34.833    .09723
    .73810    36.470    .13530
    .73810    37.288    .14608
    .73810    38.107    .15170
    .73810    41.424    .16831
    .73810    43.306    .17591
    .73810    45.189    .17986
    .73810    46.826    .18232
    .73810    47.644    .18246
    .73810    48.463    .18442
    .73810    49.281    .18715
    .73810    50.100    .19164
    .73810    51.737    .21123
    .78571   -39.616    .31482
    .78571   -37.734    .34908
    .78571   -35.851    .36708
    .78571   -34.214    .39307
    .78571   -33.396    .40599
    .78571   -32.577    .41855
    .78571   -31.759    .43184
    .78571   -30.940    .44482
    .78571   -29.303    .46364
    .78571   -27.666    .48527
    .78571   -26.847    .49590
    .78571   -26.438    .49995
    .78571   -26.029    .50223
    .78571   -25.620    .50516
    .78571   -25.407    .50543
    .78571   -25.210    .50497
    .78571   -24.997    .50329
    .78571   -24.801    .50086
    .78571   -24.392    .49157
    .78571   -23.573    .45128
    .78571   -22.755    .38978
    .78571   -21.936    .33815
    .78571   -21.118    .31559
    .78571   -20.299    .29574
    .78571   -19.481    .27940
    .78571   -17.844    .22653
    .78571   -16.207    .19904
    .78571   -14.570    .15862
    .78571   -13.751    .13840
    .78571   -12.933    .13711
    .78571    -9.616    .17259
    .78571    -7.734    .19254
    .78571    -5.851    .21767
    .78571    -4.214    .22191
    .78571    -3.395    .22455
    .78571    -2.577    .22712
    .78571    -1.758    .23044
    .78571     -.940    .23617
    .78571      .697    .24923
    .78571     2.335    .26782
    .78571     3.153    .27253
    .78571     3.562    .27792
    .78571     3.972    .27813
    .78571     4.380    .28336
    .78571     4.593    .28612
    .78571     4.790    .28934
    .78571     5.003    .28937
    .78571     5.199    .28893
    .78571     5.609    .29627
    .78571     6.427    .30893
    .78571     7.246    .32300
    .78571     8.064    .33558
    .78571     8.882    .35881
    .78571     9.701    .37092
    .78571    10.519    .38732
    .78571    12.156    .40166
    .78571    13.793    .42884
    .78571    15.430    .45760
    .78571    16.249    .47576
    .78571    17.067    .49395
    .78571    20.384    .51941
    .78571    22.267    .53465
    .78571    24.149    .56248
    .78571    25.786    .57014
    .78571    26.605    .57825
    .78571    27.424    .58287
    .78571    28.242    .57201
    .78571    29.061    .53446
    .78571    30.698    .39785
    .78571    32.335    .30676
    .78571    33.153    .28382
    .78571    33.562    .26219
    .78571    33.972    .25452
    .78571    34.381    .22487
    .78571    34.594    .21576
    .78571    34.790    .21273
    .78571    35.003    .20892
    .78571    35.199    .20499
    .78571    35.609    .20311
    .78571    36.427    .17646
    .78571    37.246    .13570
    .78571    38.064    .10191
    .78571    38.883    .08778
    .78571    39.701    .07536
    .78571    40.520    .07188
    .78571    42.157    .07376
    .78571    43.794    .09392
    .78571    45.431    .13193
    .78571    46.249    .14824
    .78571    47.068    .15957
    .78571    50.385    .16675
    .78571    52.267    .17864
    .78571    54.150    .19152
    .78571    55.787    .20548
    .78571    56.605    .21039
    .78571    57.424    .21778
    .78571    58.242    .22478
    .78571    59.061    .23292
    .78571    60.698    .25967
    .83333   -30.860    .43004
    .83333   -28.978    .45385
    .83333   -27.095    .46605
    .83333   -25.458    .50252
    .83333   -24.640    .52149
    .83333   -23.821    .53649
    .83333   -23.003    .54245
    .83333   -22.184    .54764
    .83333   -20.547    .56524
    .83333   -18.910    .58500
    .83333   -18.091    .58611
    .83333   -17.682    .58914
    .83333   -17.273    .58626
    .83333   -16.863    .58531
    .83333   -16.651    .58568
    .83333   -16.454    .58563
    .83333   -16.241    .58250
    .83333   -16.045    .57861
    .83333   -15.636    .56858
    .83333   -14.817    .51972
    .83333   -13.999    .40132
    .83333   -13.180    .35103
    .83333   -12.361    .32374
    .83333   -11.543    .31089
    .83333   -10.724    .30627
    .83333    -9.087    .28353
    .83333    -7.450    .25055
    .83333    -5.813    .21527
    .83333    -4.995    .20119
    .83333    -4.176    .19523
    .83333     -.860    .23672
    .83333     1.023    .25493
    .83333     2.905    .27141
    .83333     4.542    .28191
    .83333     5.361    .28604
    .83333     6.179    .29076
    .83333     6.998    .29568
    .83333     7.816    .30666
    .83333     9.453    .33523
    .83333    11.091    .35585
    .83333    11.909    .36471
    .83333    12.318    .37027
    .83333    12.728    .37345
    .83333    13.137    .37713
    .83333    13.350    .37915
    .83333    13.546    .38128
    .83333    13.759    .38329
    .83333    13.955    .38543
    .83333    14.365    .39270
    .83333    15.183    .40611
    .83333    16.002    .42930
    .83333    16.820    .44245
    .83333    17.639    .45117
    .83333    18.457    .46461
    .83333    19.276    .48109
    .83333    20.913    .50419
    .83333    22.550    .53194
    .83333    24.187    .54516
    .83333    25.005    .55563
    .83333    25.824    .56591
    .83333    29.140    .60141
    .83333    31.023    .61352
    .83333    32.905    .63818
    .83333    34.542    .63706
    .83333    35.361    .62929
    .83333    36.180    .60229
    .83333    36.998    .60342
    .83333    37.817    .59522
    .83333    39.454    .41371
    .83333    41.091    .29499
    .83333    41.909    .28013
    .83333    42.318    .27747
    .83333    42.728    .27136
    .83333    43.137    .26661
    .83333    43.350    .26270
    .83333    43.546    .26010
    .83333    43.759    .25726
    .83333    43.955    .25431
    .83333    44.365    .24760
    .83333    45.184    .22133
    .83333    46.002    .16116
    .83333    46.821    .14367
    .83333    47.639    .13306
    .83333    48.458    .12823
    .83333    49.276    .13098
    .83333    50.913    .15667
    .83333    52.550    .18682
    .83333    54.187    .20989
    .83333    55.006    .21731
    .83333    55.824    .22599
    .83333    59.141    .24200
    .83333    61.023    .25911
    .83333    62.906    .27774
    .83333    64.543    .30151
    .83333    65.361    .31197
    .83333    66.180    .32347
    .83333    66.998    .33326
    .83333    67.817    .34695
    .83333    69.454    .37312
    .88095   -22.352    .54895
    .88095   -20.470    .56583
    .88095   -18.587    .57670
    .88095   -16.950    .59456
    .88095   -16.132    .60250
    .88095   -15.313    .61058
    .88095   -14.495    .61645
    .88095   -13.676    .62320
    .88095   -12.039    .62936
    .88095   -10.402    .63021
    .88095    -9.583    .63185
    .88095    -9.175    .63490
    .88095    -8.765    .64386
    .88095    -8.356    .64264
    .88095    -8.143    .64169
    .88095    -7.946    .64079
    .88095    -7.734    .64114
    .88095    -7.537    .64118
    .88095    -7.128    .63677
    .88095    -6.310    .61843
    .88095    -5.491    .56874
    .88095    -4.673    .49105
    .88095    -3.854    .40078
    .88095    -3.036    .35538
    .88095    -2.217    .34441
    .88095     -.580    .34088
    .88095     1.057    .31168
    .88095     2.694    .27685
    .88095     3.512    .26046
    .88095     4.331    .25588
    .88095     7.648    .29559
    .88095     9.530    .33133
    .88095    11.413    .36708
    .88095    13.050    .38417
    .88095    13.869    .39166
    .88095    14.687    .40138
    .88095    15.506    .41322
    .88095    16.324    .42933
    .88095    17.961    .46143
    .88095    19.598    .48564
    .88095    20.417    .49784
    .88095    20.826    .50348
    .88095    21.235    .51467
    .88095    21.644    .52096
    .88095    21.857    .52198
    .88095    22.054    .52305
    .88095    22.266    .52532
    .88095    22.463    .52764
    .88095    22.872    .53280
    .88095    23.691    .54107
    .88095    24.509    .55437
    .88095    25.328    .56242
    .88095    26.146    .57482
    .88095    26.965    .58761
    .88095    27.783    .60160
    .88095    29.420    .61704
    .88095    31.057    .63853
    .88095    32.694    .65244
    .88095    33.513    .66242
    .88095    34.331    .67121
    .88095    37.648    .69887
    .88095    39.531    .70222
    .88095    41.413    .71855
    .88095    43.050    .71093
    .88095    43.869    .71000
    .88095    44.687    .70999
    .88095    45.506    .71200
    .88095    46.324    .70344
    .88095    47.961    .56976
    .88095    49.598    .42317
    .88095    50.417    .36530
    .88095    50.826    .34835
    .88095    51.235    .32311
    .88095    51.645    .32501
    .88095    51.858    .32660
    .88095    52.054    .32730
    .88095    52.267    .32783
    .88095    52.463    .32864
    .88095    52.872    .31990
    .88095    53.691    .29984
    .88095    54.509    .27869
    .88095    55.328    .25328
    .88095    56.146    .22314
    .88095    56.965    .20707
    .88095    57.783    .20739
    .88095    59.420    .24287
    .88095    61.057    .27745
    .88095    62.695    .30744
    .88095    63.513    .31850
    .88095    64.332    .33041
    .88095    67.648    .35122
    .88095    69.531    .38514
    .88095    71.414    .41866
    .88095    73.051    .44276
    .88095    73.869    .45163
    .88095    74.688    .46208
    .88095    75.506    .46833
    .88095    76.325    .47587
    .88095    77.962    .49411
    .92857   -14.148    .57252
    .92857   -12.265    .59624
    .92857   -10.383    .60797
    .92857    -8.746    .61357
    .92857    -7.927    .61513
    .92857    -7.109    .61623
    .92857    -6.290    .62149
    .92857    -5.472    .62504
    .92857    -3.835    .62439
    .92857    -2.198    .63530
    .92857    -1.379    .63670
    .92857     -.970    .63588
    .92857     -.561    .63804
    .92857     -.151    .63835
    .92857      .062    .63758
    .92857      .258    .63646
    .92857      .471    .63666
    .92857      .667    .63635
    .92857     1.076    .63804
    .92857     1.895    .63666
    .92857     2.713    .63215
    .92857     3.532    .59968
    .92857     4.351    .52782
    .92857     5.169    .44610
    .92857     5.988    .38485
    .92857     7.625    .34309
    .92857     9.262    .33987
    .92857    10.899    .33342
    .92857    11.717    .33031
    .92857    12.536    .32919
    .92857    15.852    .38434
    .92857    17.735    .43979
    .92857    19.617    .50915
    .92857    21.254    .54441
    .92857    22.073    .55731
    .92857    22.891    .56523
    .92857    23.710    .57185
    .92857    24.528    .57808
    .92857    26.165    .58356
    .92857    27.803    .58947
    .92857    28.621    .59140
    .92857    29.030    .59310
    .92857    29.440    .59414
    .92857    29.849    .59807
    .92857    30.062    .59854
    .92857    30.258    .59974
    .92857    30.471    .60134
    .92857    30.667    .60259
    .92857    31.077    .60047
    .92857    31.895    .60833
    .92857    32.714    .61521
    .92857    33.532    .61785
    .92857    34.351    .62914
    .92857    35.169    .63813
    .92857    35.988    .65003
    .92857    37.625    .66166
    .92857    39.262    .68532
    .92857    40.899    .69100
    .92857    41.718    .69801
    .92857    42.536    .70572
    .92857    45.852    .71461
    .92857    47.735    .70783
    .92857    49.618    .71100
    .92857    51.254    .70013
    .92857    52.073    .69982
    .92857    52.892    .69917
    .92857    53.710    .69174
    .92857    54.529    .68274
    .92857    56.166    .59830
    .92857    57.803    .39485
    .92857    58.621    .34573
    .92857    59.031    .33490
    .92857    59.440    .32288
    .92857    59.849    .32149
    .92857    60.062    .32126
    .92857    60.258    .32239
    .92857    60.471    .32181
    .92857    60.668    .32055
    .92857    61.077    .31164
    .92857    61.896    .30861
    .92857    62.714    .29260
    .92857    63.533    .27967
    .92857    64.351    .26883
    .92857    65.170    .26792
    .92857    65.988    .28302
    .92857    67.625    .32579
    .92857    69.262    .37283
    .92857    70.899    .42996
    .92857    71.718    .45421
    .92857    72.536    .47419
    .92857    75.853    .51150
    .92857    77.735    .50995
    .92857    79.618    .50502
    .92857    81.255    .50366
    .92857    82.073    .50425
    .92857    82.892    .50669
    .92857    83.710    .50672
    .92857    84.529    .50774
    .92857    86.166    .51429
    .97619    -6.290    .60852
    .97619    -4.407    .62195
    .97619    -2.525    .62873
    .97619     -.888    .63348
    .97619     -.069    .63130
    .97619      .749    .62644
    .97619     1.568    .62788
    .97619     2.386    .62701
    .97619     4.023    .62568
    .97619     5.660    .62819
    .97619     6.479    .62839
    .97619     6.888    .62643
    .97619     7.297    .62667
    .97619     7.707    .62473
    .97619     7.920    .62517
    .97619     8.116    .62531
    .97619     8.329    .62469
    .97619     8.525    .62357
    .97619     8.934    .62016
    .97619     9.753    .61519
    .97619    10.571    .60558
    .97619    11.390    .60031
    .97619    12.209    .59343
    .97619    13.027    .57556
    .97619    13.846    .51053
    .97619    15.483    .35137
    .97619    17.120    .34911
    .97619    18.757    .46896
    .97619    19.575    .53284
    .97619    20.394    .55368
    .97619    23.710    .64614
    .97619    25.593    .65707
    .97619    27.475    .65169
    .97619    29.112    .64366
    .97619    29.931    .64415
    .97619    30.749    .64715
    .97619    31.568    .64490
    .97619    32.386    .64530
    .97619    34.023    .64090
    .97619    35.661    .65083
    .97619    36.479    .66086
    .97619    36.889    .66304
    .97619    37.298    .66562
    .97619    37.707    .66877
    .97619    37.920    .66993
    .97619    38.116    .67130
    .97619    38.329    .67500
    .97619    38.526    .67912
    .97619    38.935    .68375
    .97619    39.753    .68594
    .97619    40.572    .69143
    .97619    41.390    .69641
    .97619    42.209    .70370
    .97619    43.027    .70300
    .97619    43.846    .70699
    .97619    45.483    .70255
    .97619    47.120    .71059
    .97619    48.757    .72332
    .97619    49.576    .72613
    .97619    50.394    .72427
    .97619    53.710    .71744
    .97619    55.593    .69819
    .97619    57.476    .69803
    .97619    59.113    .68476
    .97619    59.931    .68235
    .97619    60.750    .68301
    .97619    61.568    .67875
    .97619    62.387    .67455
    .97619    64.024    .64845
    .97619    65.661    .55818
    .97619    66.479    .45011
    .97619    66.889    .40496
    .97619    67.298    .35920
    .97619    67.707    .32769
    .97619    67.920    .31307
    .97619    68.116    .30786
    .97619    68.329    .30779
    .97619    68.526    .30802
    .97619    68.935    .30864
    .97619    69.754    .30974
    .97619    70.572    .32320
    .97619    71.391    .37570
    .97619    72.209    .43418
    .97619    73.028    .47566
    .97619    73.846    .48951
    .97619    75.483    .58634
    .97619    77.120    .58974
    .97619    78.757    .56083
    .97619    79.576    .55451
    .97619    80.394    .55066
    .97619    83.711    .54789
    .97619    85.593    .53509
    .97619    87.476    .53337
    .97619    89.113    .54698
    .97619    89.931    .55340
    .97619    90.750    .56153
    .97619    91.568    .57176
    .97619    92.387    .58095
    .97619    94.024    .59229
   1.01905     2.471    .63248
   1.01905     2.881    .62892
   1.01905     3.289    .62668
   1.01905     3.699    .62864
   1.01905     3.912    .62952
   1.01905     4.108    .62996
   1.01905     4.321    .63515
   1.01905     4.518    .64018
   1.01905     4.926    .63845
   1.01905     5.745    .63706
   1.01905     6.564    .63430
   1.01905     7.382    .62927
   1.01905     8.201    .62142
   1.01905     9.019    .61660
   1.01905     9.838    .60776
   1.01905    11.475    .59884
   1.01905    13.112    .57928
   1.01905    14.749    .55836
   1.01905    15.568    .54031
   1.01905    16.386    .51724
   1.01905    19.702    .34411
   1.01905    21.585    .50898
   1.01905    23.468    .65041
   1.01905    25.105    .70991
   1.01905    25.923    .71075
   1.01905    26.742    .69776
   1.01905    27.560    .68126
   1.01905    28.379    .67404
   1.01905    30.016    .66064
   1.01905    31.653    .65275
   1.01905    32.471    .65572
   1.01905    32.881    .65530
   1.01905    33.290    .65408
   1.01905    33.699    .66081
   1.01905    33.912    .65935
   1.01905    34.108    .65826
   1.01905    34.321    .66170
   1.01905    34.518    .66345
   1.01905    34.927    .66567
   1.01905    35.745    .66519
   1.01905    36.564    .65665
   1.01905    37.382    .65422
   1.01905    38.201    .65570
   1.01905    39.020    .66323
   1.01905    39.838    .67779
   1.01905    41.475    .69406
   1.01905    43.112    .71219
   1.01905    44.749    .70763
   1.01905    45.568    .70877
   1.01905    46.386    .71183
   1.01905    49.703    .72075
   1.01905    51.585    .71758
   1.01905    53.468    .72141
   1.01905    55.105    .69700
   1.01905    55.923    .69086
   1.01905    56.742    .68881
   1.01905    57.560    .68324
   1.01905    58.379    .68202
   1.01905    60.016    .67235
   1.01905    61.653    .66536
   1.01905    62.471    .66114
   1.01905    62.881    .66061
   1.01905    63.290    .65362
   1.01905    63.699    .65266
   1.01905    63.912    .64902
   1.01905    64.109    .64571
   1.01905    64.321    .64448
   1.01905    64.518    .64332
   1.01905    64.927    .63927
   1.01905    65.746    .62302
   1.01905    66.564    .59668
   1.01905    67.383    .57459
   1.01905    68.201    .55090
   1.01905    69.020    .52042
   1.01905    69.838    .47697
   1.01905    71.475    .33639
   1.01905    73.112    .40649
   1.01905    74.749    .53618
   1.01905    75.568    .59394
   1.01905    76.386    .64190
   1.01905    79.703    .60345
   1.01905    81.585    .56805
   1.01905    83.468    .56205
   1.01905    85.105    .55611
   1.01905    85.923    .54637
   1.01905    86.742    .53477
   1.01905    87.561    .52088
   1.01905    88.379    .51314
   1.01905    90.016    .51476
   1.01905    91.653    .55279
   1.01905    92.472    .56471
   1.01905    92.881    .56932
   1.01905    93.290    .57577
   1.01905    93.700    .58528
   1.01905    93.912    .59013
   1.01905    94.109    .59464
   1.01905    94.322    .59971
   1.01905    94.518    .60450
   1.01905    94.927    .61084
   1.01905    95.746    .62152
   1.01905    96.565    .61908
   1.01905    97.383    .61342
   1.01905    98.202    .61105
   1.01905    99.020    .60992
   1.01905    99.839    .61040
   1.01905   101.476    .60833
   1.01905   103.113    .60704

