     R/R2    Teta(deg)    Cp    
    .66667   -32.132   -.04617
    .66667   -31.920   -.04378
    .66667   -31.723   -.04160
    .66667   -31.510   -.04026
    .66667   -31.314   -.03923
    .66667   -30.904   -.03572
    .66667   -30.086   -.01884
    .66667   -29.267   -.01352
    .66667   -28.449   -.00170
    .66667   -27.630    .00797
    .66667   -26.812    .01421
    .66667   -25.993    .01695
    .66667   -24.356    .02339
    .66667   -22.719    .02967
    .66667   -21.082    .04301
    .66667   -20.264    .05084
    .66667   -19.445    .05666
    .66667   -16.129    .07791
    .66667   -14.246    .08787
    .66667   -12.363    .10294
    .66667   -10.726    .11674
    .66667    -9.908    .12430
    .66667    -9.089    .13233
    .66667    -8.271    .13628
    .66667    -7.452    .14077
    .66667    -5.815    .14913
    .66667    -4.178    .16587
    .66667    -3.359    .17140
    .66667    -2.951    .17764
    .66667    -2.541    .18099
    .66667    -2.132    .18415
    .66667    -1.919    .18706
    .66667    -1.722    .18991
    .66667    -1.510    .19242
    .66667    -1.314    .19479
    .66667     -.904    .19986
    .66667     -.085    .21210
    .66667      .733    .22846
    .66667     1.551    .23572
    .66667     2.370    .25251
    .66667     3.188    .26341
    .66667     4.007    .27191
    .66667     5.644    .26886
    .66667     7.281    .20052
    .66667     8.918    .13050
    .66667     9.736    .11078
    .66667    10.555    .09399
    .66667    13.872    .01946
    .66667    15.754   -.02969
    .66667    17.637   -.04936
    .66667    19.274   -.03601
    .66667    20.093   -.02559
    .66667    20.911   -.01624
    .66667    21.730    .00310
    .66667    22.548    .01561
    .66667    24.185    .03440
    .66667    25.822    .04385
    .66667    26.641    .04460
    .66667    27.050    .04704
    .66667    27.459    .04996
    .66667    27.868    .05130
    .66667    28.081    .05445
    .66667    28.278    .05760
    .66667    28.491    .05965
    .66667    28.687    .06123
    .66667    29.096    .06315
    .66667    29.915    .06649
    .66667    30.733    .07571
    .66667    31.552    .07937
    .66667    32.370    .08212
    .66667    33.189    .08857
    .66667    34.007    .09446
    .66667    35.644    .10465
    .66667    37.281    .11886
    .73810   -49.955    .21120
    .73810   -48.318    .23182
    .73810   -47.499    .23858
    .73810   -46.681    .24044
    .73810   -45.862    .25358
    .73810   -45.044    .26374
    .73810   -43.407    .28288
    .73810   -41.770    .31441
    .73810   -40.951    .32973
    .73810   -40.542    .33709
    .73810   -40.133    .34431
    .73810   -39.723    .35313
    .73810   -39.510    .35678
    .73810   -39.314    .35990
    .73810   -39.101    .36277
    .73810   -38.905    .36453
    .73810   -38.496    .37127
    .73810   -37.677    .37869
    .73810   -36.859    .38436
    .73810   -36.040    .38763
    .73810   -35.221    .38908
    .73810   -34.403    .37548
    .73810   -33.584    .33766
    .73810   -31.947    .25267
    .73810   -30.310    .17807
    .73810   -28.673    .14504
    .73810   -27.855    .12489
    .73810   -27.036    .10983
    .73810   -23.720    .03778
    .73810   -21.837    .03016
    .73810   -19.955    .06941
    .73810   -18.318    .11681
    .73810   -17.499    .13631
    .73810   -16.681    .15171
    .73810   -15.862    .16406
    .73810   -15.044    .17269
    .73810   -13.407    .18136
    .73810   -11.769    .18837
    .73810   -10.951    .19104
    .73810   -10.542    .19018
    .73810   -10.132    .19393
    .73810    -9.723    .19577
    .73810    -9.510    .19617
    .73810    -9.314    .19662
    .73810    -9.101    .19784
    .73810    -8.905    .19851
    .73810    -8.495    .20152
    .73810    -7.677    .20145
    .73810    -6.858    .20468
    .73810    -6.040    .20444
    .73810    -5.221    .20309
    .73810    -4.403    .20833
    .73810    -3.584    .21606
    .73810    -1.947    .22353
    .73810     -.310    .23184
    .73810     1.327    .24871
    .73810     2.146    .25785
    .73810     2.964    .26870
    .73810     6.280    .32056
    .73810     8.163    .34495
    .73810    10.046    .37993
    .73810    11.682    .41416
    .73810    12.501    .42932
    .73810    13.320    .44432
    .73810    14.138    .45338
    .73810    14.957    .46248
    .73810    16.594    .47140
    .73810    18.231    .45807
    .73810    19.049    .42776
    .73810    19.459    .40108
    .73810    19.868    .37501
    .73810    20.277    .34786
    .73810    20.490    .33529
    .73810    20.686    .32446
    .73810    20.899    .31366
    .73810    21.096    .30387
    .73810    21.505    .27361
    .73810    22.324    .24882
    .73810    23.142    .24162
    .73810    23.961    .22703
    .73810    24.779    .18539
    .73810    25.598    .17357
    .73810    26.416    .15512
    .73810    28.053    .10034
    .73810    29.690    .05419
    .73810    31.327    .04525
    .73810    32.146    .05744
    .73810    32.964    .08092
    .73810    36.281    .16393
    .73810    38.163    .17405
    .73810    40.046    .18159
    .73810    41.683    .18686
    .73810    42.501    .19088
    .73810    43.320    .19520
    .73810    44.138    .19831
    .73810    44.957    .20041
    .73810    46.594    .20343
    .73810    48.231    .20620
    .73810    49.050    .20962
    .73810    49.459    .21551
    .73810    49.868    .21748
    .73810    50.277    .22188
    .73810    50.490    .22286
    .73810    50.687    .22380
    .73810    50.900    .22566
    .73810    51.096    .22800
    .73810    51.505    .23179
    .78571   -40.994    .26880
    .78571   -39.357    .29711
    .78571   -38.539    .30596
    .78571   -37.720    .31216
    .78571   -36.902    .32551
    .78571   -36.083    .33533
    .78571   -34.446    .35546
    .78571   -32.809    .37842
    .78571   -31.990    .39234
    .78571   -31.581    .39804
    .78571   -31.172    .40234
    .78571   -30.763    .41105
    .78571   -30.550    .41371
    .78571   -30.353    .41542
    .78571   -30.140    .41665
    .78571   -29.944    .41795
    .78571   -29.535    .42485
    .78571   -28.716    .43715
    .78571   -27.898    .44257
    .78571   -27.079    .44960
    .78571   -26.260    .46033
    .78571   -25.442    .46363
    .78571   -24.624    .45506
    .78571   -22.987    .38032
    .78571   -21.350    .25977
    .78571   -19.713    .22251
    .78571   -18.894    .20034
    .78571   -18.076    .17549
    .78571   -14.759    .11592
    .78571   -12.877    .09511
    .78571   -10.994    .11160
    .78571    -9.357    .14204
    .78571    -8.538    .15109
    .78571    -7.720    .16153
    .78571    -6.901    .17164
    .78571    -6.083    .17980
    .78571    -4.446    .19106
    .78571    -2.808    .19724
    .78571    -1.990    .19968
    .78571    -1.581    .20201
    .78571    -1.171    .20232
    .78571     -.763    .20752
    .78571     -.550    .20851
    .78571     -.353    .20956
    .78571     -.140    .21192
    .78571      .056    .21361
    .78571      .466    .21655
    .78571     1.284    .22265
    .78571     2.103    .22980
    .78571     2.921    .23739
    .78571     3.740    .24991
    .78571     4.558    .25766
    .78571     5.377    .26490
    .78571     7.014    .27631
    .78571     8.651    .29012
    .78571    10.288    .32944
    .78571    11.106    .34803
    .78571    11.925    .36935
    .78571    15.241    .41723
    .78571    17.124    .43928
    .78571    19.006    .46665
    .78571    20.643    .48912
    .78571    21.462    .49806
    .78571    22.281    .50903
    .78571    23.099    .51877
    .78571    23.918    .52927
    .78571    25.555    .54534
    .78571    27.192    .55905
    .78571    28.010    .55703
    .78571    28.419    .54546
    .78571    28.829    .53484
    .78571    29.238    .50625
    .78571    29.451    .49258
    .78571    29.647    .47752
    .78571    29.860    .46184
    .78571    30.056    .44663
    .78571    30.466    .42058
    .78571    31.284    .35592
    .78571    32.103    .31487
    .78571    32.921    .29808
    .78571    33.740    .28216
    .78571    34.558    .24248
    .78571    35.377    .22426
    .78571    37.014    .17849
    .78571    38.651    .11919
    .78571    40.288    .09304
    .78571    41.106    .09590
    .78571    41.925    .10191
    .78571    45.242    .15885
    .78571    47.124    .17717
    .78571    49.007    .18521
    .78571    50.644    .18651
    .78571    51.462    .19185
    .78571    52.281    .19992
    .78571    53.099    .20819
    .78571    53.918    .21614
    .78571    55.555    .22787
    .78571    57.192    .24604
    .78571    58.011    .25209
    .78571    58.419    .25681
    .78571    58.829    .26009
    .78571    59.238    .26596
    .78571    59.451    .26879
    .78571    59.648    .27174
    .78571    59.860    .27380
    .78571    60.057    .27563
    .78571    60.466    .28590
    .83333   -32.238    .35432
    .83333   -30.601    .39552
    .83333   -29.782    .41170
    .83333   -28.964    .42606
    .83333   -28.145    .43504
    .83333   -27.327    .43964
    .83333   -25.690    .45886
    .83333   -24.053    .47839
    .83333   -23.234    .49135
    .83333   -22.825    .49265
    .83333   -22.416    .50232
    .83333   -22.006    .50535
    .83333   -21.793    .50658
    .83333   -21.597    .50669
    .83333   -21.384    .50998
    .83333   -21.188    .51237
    .83333   -20.779    .51487
    .83333   -19.960    .52226
    .83333   -19.142    .52868
    .83333   -18.323    .53251
    .83333   -17.504    .53598
    .83333   -16.686    .53352
    .83333   -15.867    .52350
    .83333   -14.230    .40126
    .83333   -12.593    .26926
    .83333   -10.956    .25246
    .83333   -10.138    .25011
    .83333    -9.319    .24228
    .83333    -6.003    .19550
    .83333    -4.120    .16522
    .83333    -2.238    .17821
    .83333     -.601    .21556
    .83333      .218    .23002
    .83333     1.036    .24162
    .83333     1.855    .24827
    .83333     2.673    .25377
    .83333     4.310    .26348
    .83333     5.948    .27129
    .83333     6.766    .27647
    .83333     7.176    .28088
    .83333     7.585    .28615
    .83333     7.994    .28927
    .83333     8.207    .29037
    .83333     8.403    .29124
    .83333     8.616    .29246
    .83333     8.812    .29306
    .83333     9.222    .30147
    .83333    10.040    .31954
    .83333    10.859    .34480
    .83333    11.677    .35591
    .83333    12.496    .36133
    .83333    13.314    .36683
    .83333    14.133    .37652
    .83333    15.770    .40019
    .83333    17.407    .43766
    .83333    19.044    .45848
    .83333    19.863    .46971
    .83333    20.681    .48240
    .83333    23.997    .52684
    .83333    25.880    .53867
    .83333    27.763    .55977
    .83333    29.400    .59184
    .83333    30.218    .60542
    .83333    31.037    .61687
    .83333    31.855    .62186
    .83333    32.674    .63259
    .83333    34.311    .64139
    .83333    35.948    .64774
    .83333    36.766    .64122
    .83333    37.176    .63658
    .83333    37.585    .62323
    .83333    37.994    .59131
    .83333    38.207    .58493
    .83333    38.403    .57473
    .83333    38.616    .55206
    .83333    38.813    .53038
    .83333    39.222    .47335
    .83333    40.041    .38685
    .83333    40.859    .30413
    .83333    41.678    .30160
    .83333    42.496    .29896
    .83333    43.315    .28295
    .83333    44.133    .27146
    .83333    45.770    .21679
    .83333    47.407    .16487
    .83333    49.044    .15984
    .83333    49.863    .17032
    .83333    50.681    .18267
    .83333    53.998    .23657
    .83333    55.880    .25260
    .83333    57.763    .26366
    .83333    59.400    .26822
    .83333    60.218    .27518
    .83333    61.037    .28423
    .83333    61.855    .29512
    .83333    62.674    .30434
    .83333    64.311    .32408
    .83333    65.948    .34074
    .83333    66.767    .34930
    .83333    67.176    .35689
    .83333    67.585    .36130
    .83333    67.994    .36745
    .83333    68.207    .36974
    .83333    68.404    .37128
    .83333    68.617    .37679
    .83333    68.813    .38224
    .83333    69.222    .38941
    .88095   -23.730    .46412
    .88095   -22.093    .49556
    .88095   -21.275    .50579
    .88095   -20.456    .51157
    .88095   -19.638    .51909
    .88095   -18.819    .52320
    .88095   -17.182    .54265
    .88095   -15.545    .55696
    .88095   -14.726    .56388
    .88095   -14.318    .56555
    .88095   -13.908    .57796
    .88095   -13.499    .58357
    .88095   -13.286    .58352
    .88095   -13.089    .58186
    .88095   -12.876    .58297
    .88095   -12.680    .58400
    .88095   -12.271    .58664
    .88095   -11.452    .59115
    .88095   -10.634    .59308
    .88095    -9.815    .59498
    .88095    -8.997    .59468
    .88095    -8.178    .59650
    .88095    -7.360    .59566
    .88095    -5.723    .52639
    .88095    -4.086    .35502
    .88095    -2.449    .29468
    .88095    -1.631    .30062
    .88095     -.812    .30833
    .88095     2.505    .26994
    .88095     4.387    .23609
    .88095     6.270    .25441
    .88095     7.907    .28864
    .88095     8.726    .30807
    .88095     9.544    .32623
    .88095    10.363    .33706
    .88095    11.181    .34867
    .88095    12.818    .36528
    .88095    14.455    .37430
    .88095    15.274    .38085
    .88095    15.683    .39128
    .88095    16.092    .41587
    .88095    16.501    .42312
    .88095    16.714    .42364
    .88095    16.911    .42392
    .88095    17.124    .42653
    .88095    17.320    .42864
    .88095    17.729    .43689
    .88095    18.548    .45088
    .88095    19.366    .46941
    .88095    20.185    .48143
    .88095    21.003    .49657
    .88095    21.822    .51098
    .88095    22.640    .52482
    .88095    24.277    .54250
    .88095    25.914    .56729
    .88095    27.551    .58943
    .88095    28.370    .60312
    .88095    29.188    .61806
    .88095    32.505    .63680
    .88095    34.388    .64746
    .88095    36.270    .66491
    .88095    37.907    .68003
    .88095    38.726    .68559
    .88095    39.545    .69201
    .88095    40.363    .69200
    .88095    41.182    .69525
    .88095    42.819    .69775
    .88095    44.456    .69188
    .88095    45.274    .69356
    .88095    45.683    .69411
    .88095    46.093    .69062
    .88095    46.502    .67497
    .88095    46.715    .67069
    .88095    46.911    .66215
    .88095    47.124    .64716
    .88095    47.320    .63430
    .88095    47.730    .59248
    .88095    48.548    .48427
    .88095    49.366    .40530
    .88095    50.185    .37493
    .88095    51.003    .35638
    .88095    51.822    .35298
    .88095    52.640    .34563
    .88095    54.277    .29740
    .88095    55.914    .24855
    .88095    57.552    .23532
    .88095    58.370    .25022
    .88095    59.189    .27017
    .88095    62.506    .32932
    .88095    64.388    .35331
    .88095    66.271    .37164
    .88095    67.908    .38990
    .88095    68.726    .40210
    .88095    69.545    .41346
    .88095    70.363    .42924
    .88095    71.182    .44405
    .88095    72.819    .47172
    .88095    74.456    .48933
    .88095    75.274    .49779
    .88095    75.683    .50284
    .88095    76.093    .50398
    .88095    76.502    .50581
    .88095    76.715    .51073
    .88095    76.911    .51576
    .88095    77.124    .51720
    .88095    77.321    .51833
    .88095    77.730    .52028
    .92857   -15.526    .49100
    .92857   -13.889    .51845
    .92857   -13.070    .52638
    .92857   -12.252    .53220
    .92857   -11.433    .54388
    .92857   -10.615    .55316
    .92857    -8.978    .55583
    .92857    -7.341    .57321
    .92857    -6.522    .57789
    .92857    -6.113    .58327
    .92857    -5.704    .58570
    .92857    -5.294    .59017
    .92857    -5.081    .58916
    .92857    -4.885    .58796
    .92857    -4.672    .58984
    .92857    -4.476    .59143
    .92857    -4.067    .59668
    .92857    -3.248    .60645
    .92857    -2.430    .60620
    .92857    -1.611    .60966
    .92857     -.792    .61335
    .92857      .026    .61353
    .92857      .845    .61414
    .92857     2.482    .60001
    .92857     4.119    .53336
    .92857     5.756    .36553
    .92857     6.574    .33395
    .92857     7.393    .31884
    .92857    10.709    .31019
    .92857    12.592    .30138
    .92857    14.475    .34417
    .92857    16.112    .37693
    .92857    16.930    .40140
    .92857    17.749    .43178
    .92857    18.567    .45809
    .92857    19.385    .48504
    .92857    21.022    .51697
    .92857    22.660    .55387
    .92857    23.478    .56587
    .92857    23.888    .56949
    .92857    24.297    .57434
    .92857    24.706    .57870
    .92857    24.919    .57545
    .92857    25.115    .57272
    .92857    25.328    .57511
    .92857    25.525    .57713
    .92857    25.934    .58381
    .92857    26.752    .58705
    .92857    27.571    .59335
    .92857    28.389    .59195
    .92857    29.208    .59659
    .92857    30.026    .59906
    .92857    30.845    .60405
    .92857    32.482    .60682
    .92857    34.119    .62048
    .92857    35.756    .63046
    .92857    36.575    .63933
    .92857    37.393    .65023
    .92857    40.709    .66954
    .92857    42.592    .67348
    .92857    44.475    .68044
    .92857    46.112    .68413
    .92857    46.930    .68454
    .92857    47.749    .68588
    .92857    48.567    .68868
    .92857    49.386    .68969
    .92857    51.023    .68550
    .92857    52.660    .68648
    .92857    53.478    .68053
    .92857    53.888    .67975
    .92857    54.297    .67732
    .92857    54.706    .67241
    .92857    54.919    .67037
    .92857    55.115    .66894
    .92857    55.328    .66571
    .92857    55.525    .66139
    .92857    55.934    .61928
    .92857    56.753    .52615
    .92857    57.571    .44540
    .92857    58.390    .38540
    .92857    59.208    .35565
    .92857    60.027    .34834
    .92857    60.845    .34439
    .92857    62.482    .32938
    .92857    64.119    .31046
    .92857    65.756    .31447
    .92857    66.575    .33371
    .92857    67.393    .35544
    .92857    70.710    .45358
    .92857    72.592    .51179
    .92857    74.475    .54344
    .92857    76.112    .54683
    .92857    76.930    .54634
    .92857    77.749    .54194
    .92857    78.567    .53898
    .92857    79.386    .53564
    .92857    81.023    .53904
    .92857    82.660    .54326
    .92857    83.479    .54716
    .92857    83.888    .54928
    .92857    84.297    .55278
    .92857    84.706    .55743
    .92857    84.919    .55866
    .92857    85.116    .55988
    .92857    85.329    .56140
    .92857    85.525    .56282
    .92857    85.934    .56397
    .97619    -7.667    .54226
    .97619    -6.031    .55992
    .97619    -5.212    .57003
    .97619    -4.394    .57992
    .97619    -3.575    .59012
    .97619    -2.757    .60039
    .97619    -1.120    .61559
    .97619      .517    .61749
    .97619     1.336    .61918
    .97619     1.745    .61445
    .97619     2.154    .61679
    .97619     2.564    .61337
    .97619     2.777    .61321
    .97619     2.973    .61327
    .97619     3.186    .61113
    .97619     3.383    .60963
    .97619     3.791    .60495
    .97619     4.610    .60271
    .97619     5.428    .59880
    .97619     6.247    .59663
    .97619     7.066    .59621
    .97619     7.884    .59036
    .97619     8.703    .58889
    .97619    10.340    .57010
    .97619    11.977    .54023
    .97619    13.614    .40606
    .97619    14.432    .33192
    .97619    15.251    .31048
    .97619    18.567    .34026
    .97619    20.450    .49166
    .97619    22.333    .53194
    .97619    23.970    .62682
    .97619    24.788    .64687
    .97619    25.607    .65341
    .97619    26.425    .64837
    .97619    27.244    .64539
    .97619    28.881    .63967
    .97619    30.518    .64007
    .97619    31.336    .64321
    .97619    31.746    .63704
    .97619    32.155    .63648
    .97619    32.564    .63342
    .97619    32.777    .63323
    .97619    32.973    .63332
    .97619    33.186    .63364
    .97619    33.383    .63355
    .97619    33.792    .63182
    .97619    34.610    .62653
    .97619    35.429    .62716
    .97619    36.247    .62889
    .97619    37.066    .63486
    .97619    37.884    .64129
    .97619    38.703    .65137
    .97619    40.340    .66685
    .97619    41.977    .67600
    .97619    43.614    .68645
    .97619    44.433    .69639
    .97619    45.251    .71208
    .97619    48.568    .68310
    .97619    50.450    .68622
    .97619    52.333    .68111
    .97619    53.970    .67427
    .97619    54.788    .67035
    .97619    55.607    .66870
    .97619    56.425    .66982
    .97619    57.244    .67253
    .97619    58.881    .67172
    .97619    60.518    .66651
    .97619    61.336    .65847
    .97619    61.746    .65477
    .97619    62.155    .65314
    .97619    62.564    .64724
    .97619    62.777    .64527
    .97619    62.973    .64268
    .97619    63.186    .64005
    .97619    63.383    .63809
    .97619    63.792    .63303
    .97619    64.611    .61895
    .97619    65.429    .58416
    .97619    66.248    .53257
    .97619    67.066    .43627
    .97619    67.885    .35350
    .97619    68.703    .34376
    .97619    70.340    .38206
    .97619    71.977    .49798
    .97619    73.615    .59641
    .97619    74.433    .63007
    .97619    75.251    .63722
    .97619    78.568    .62596
    .97619    80.450    .61520
    .97619    82.333    .60489
    .97619    83.970    .59881
    .97619    84.788    .59379
    .97619    85.607    .58826
    .97619    86.425    .58811
    .97619    87.244    .59189
    .97619    88.881    .61137
    .97619    90.518    .62987
    .97619    91.337    .64068
    .97619    91.746    .64878
    .97619    92.155    .65106
    .97619    92.565    .65219
    .97619    92.777    .65235
    .97619    92.974    .65263
    .97619    93.187    .65555
    .97619    93.383    .65860
    .97619    93.792    .65912
   1.01905     2.239    .61907
   1.01905     3.058    .61463
   1.01905     3.876    .60720
   1.01905     4.695    .60346
   1.01905     6.332    .58776
   1.01905     7.969    .58745
   1.01905     9.606    .57184
   1.01905    10.425    .56709
   1.01905    11.243    .56592
   1.01905    14.560    .52484
   1.01905    16.442    .46565
   1.01905    18.325    .37187
   1.01905    19.962    .32638
   1.01905    20.780    .40031
   1.01905    21.599    .47846
   1.01905    22.417    .55298
   1.01905    23.236    .62657
   1.01905    24.873    .68180
   1.01905    26.510    .68696
   1.01905    27.328    .68538
   1.01905    27.738    .67920
   1.01905    28.147    .66966
   1.01905    28.556    .67224
   1.01905    28.769    .67246
   1.01905    28.965    .67372
   1.01905    29.178    .67547
   1.01905    29.375    .67755
   1.01905    29.784    .67976
   1.01905    30.602    .68960
   1.01905    31.421    .68617
   1.01905    32.239    .67961
   1.01905    33.058    .67703
   1.01905    33.877    .67074
   1.01905    34.695    .66503
   1.01905    36.332    .63826
   1.01905    37.969    .63689
   1.01905    39.606    .64238
   1.01905    40.425    .65344
   1.01905    41.243    .66680
   1.01905    44.560    .67765
   1.01905    46.442    .67164
   1.01905    48.325    .67709
   1.01905    49.962    .68302
   1.01905    50.780    .68476
   1.01905    51.599    .68593
   1.01905    52.417    .68608
   1.01905    53.236    .68333
   1.01905    54.873    .67218
   1.01905    56.510    .66525
   1.01905    57.328    .66518
   1.01905    57.738    .66642
   1.01905    58.147    .66310
   1.01905    58.557    .66319
   1.01905    58.769    .66405
   1.01905    58.966    .66452
   1.01905    59.178    .66841
   1.01905    59.375    .67199
   1.01905    59.784    .67450
   1.01905    60.603    .67105
   1.01905    61.421    .65980
   1.01905    62.240    .64904
   1.01905    63.058    .63765
