     Yi/Gi      Z/B      Cr/U2     Cu/U2  
    .21817    .10000    .06754    .30250
    .23408    .10000    .05969    .33962
    .25000    .10000    .04381    .38232
    .31449    .10000    .01367    .64900
    .35110    .10000    .13830    .61512
    .38770    .10000    .20441    .54821
    .41953    .10000    .20701    .50589
    .43545    .10000    .20620    .49074
    .45136    .10000    .19865    .48129
    .46728    .10000    .18309    .47345
    .48319    .10000    .17481    .45927
    .51502    .10000    .16858    .42391
    .54686    .10000    .17364    .40838
    .56277    .10000    .16176    .41390
    .57073    .10000    .15341    .41491
    .57869    .10000    .14001    .42115
    .58664    .10000    .12954    .41733
    .59078    .10000    .12551    .41343
    .59460    .10000    .12132    .41012
    .59874    .10000    .11640    .40486
    .60256    .10000    .11207    .39853
    .61052    .10000    .09553    .38860
    .62643    .10000    .10244    .35803
    .64235    .10000    .10847    .34028
    .65826    .10000    .13174    .31585
    .67418    .10000    .15261    .30544
    .69009    .10000    .16482    .30833
    .70601    .10000    .17451    .31517
    .73784    .10000    .17117    .33264
    .76967    .10000    .16665    .34650
    .80150    .10000    .15784    .34880
    .81742    .10000    .15501    .34971
    .83333    .10000    .15269    .35002
    .89782    .10000    .14797    .35471
    .93443    .10000    .15043    .36224
    .97103    .10000    .14875    .37058
   1.00286    .10000    .14534    .36979
   1.01878    .10000    .14460    .36811
   1.03470    .10000    .14221    .36615
   1.05061    .10000    .14510    .36061
   1.06653    .10000    .14756    .35351
   1.09836    .10000    .14461    .33066
   1.13019    .10000    .15055    .28446
   1.14610    .10000    .14863    .24639
   1.15406    .10000    .14835    .22202
   1.16202    .10000    .14321    .20200
   1.16998    .10000    .12545    .18090
   1.17412    .10000    .11765    .16894
   1.17793    .10000    .10893    .16383
   1.18207    .10000    .09641    .15927
   1.18589    .10000    .08606    .15623
   1.19385    .10000    .07563    .16521
   1.20977    .10000    .05903    .18984
   1.22568    .10000    .05943    .23091
   1.24160    .10000    .06045    .26180
   1.25751    .10000    .05586    .29491
   1.27343    .10000    .05166    .34344
   1.28934    .10000    .04407    .43017
   1.32117    .10000    .08477    .62460
   1.35300    .10000    .11597    .65530
   1.38484    .10000    .09039    .60509
   1.40075    .10000    .08969    .57657
   1.41667    .10000    .10731    .53891
   1.48116    .10000    .21627    .40204
   1.51776    .10000    .20925    .40664
   1.55437    .10000    .18561    .41250
   1.58620    .10000    .17168    .39757
   1.60211    .10000    .17026    .38671
   1.61803    .10000    .17091    .37652
   1.63394    .10000    .17501    .37099
   1.64986    .10000    .17593    .37130
   1.68169    .10000    .16535    .37843
   1.71352    .10000    .15395    .37814
   1.72944    .10000    .15097    .37592
   1.73739    .10000    .14601    .37862
   1.74535    .10000    .14272    .37678
   1.75331    .10000    .12971    .37414
   1.75745    .10000    .12548    .37095
   1.76127    .10000    .12199    .36743
   1.76541    .10000    .11500    .36222
   1.76923    .10000    .10840    .35701
   1.77718    .10000    .10242    .34403
   1.79310    .10000    .11468    .31902
   1.80901    .10000    .12642    .30327
   1.82493    .10000    .13881    .31032
   1.84085    .10000    .14660    .31938
   1.85676    .10000    .14971    .32323
   1.87268    .10000    .15148    .32619
   1.90451    .10000    .14765    .33510
   1.93634    .10000    .14678    .34197
   1.96817    .10000    .15139    .34458
   1.98408    .10000    .15413    .34524
   2.00000    .10000    .16292    .33034
    .00331    .15000    .09336    .32223
    .00745    .15000    .09437    .31757
    .01127    .15000    .09564    .31285
    .01541    .15000    .09428    .30526
    .01923    .15000    .09290    .29797
    .02718    .15000    .09953    .28733
    .04310    .15000    .11754    .26864
    .05901    .15000    .14643    .26933
    .07493    .15000    .17039    .27353
    .09085    .15000    .17842    .26443
    .10676    .15000    .18567    .25720
    .12268    .15000    .19000    .24579
    .15451    .15000    .16867    .19569
    .18634    .15000    .06889    .22213
    .21817    .15000    .04390    .29317
    .23408    .15000    .04654    .31893
    .25000    .15000    .04828    .34290
    .31449    .15000    .01127    .57778
    .35110    .15000    .11779    .60949
    .38770    .15000    .18758    .55170
    .41953    .15000    .18062    .51259
    .43545    .15000    .17149    .50228
    .45136    .15000    .16224    .49569
    .46728    .15000    .14464    .48559
    .48319    .15000    .13486    .47250
    .51502    .15000    .14899    .42644
    .54686    .15000    .15784    .41031
    .56277    .15000    .15242    .41014
    .57073    .15000    .14743    .41075
    .57869    .15000    .13248    .41808
    .58664    .15000    .11719    .41548
    .59078    .15000    .10764    .41330
    .59460    .15000    .09821    .41116
    .59874    .15000    .09027    .40288
    .60256    .15000    .08263    .39406
    .61052    .15000    .07199    .38082
    .62643    .15000    .07351    .34752
    .64235    .15000    .08336    .33036
    .65826    .15000    .09456    .31208
    .67418    .15000    .13454    .29269
    .69009    .15000    .14889    .29310
    .70601    .15000    .15905    .29766
    .73784    .15000    .15943    .31236
    .76967    .15000    .15587    .32593
    .80150    .15000    .14848    .33146
    .81742    .15000    .14513    .33349
    .83333    .15000    .14152    .33568
    .89782    .15000    .14137    .33743
    .93443    .15000    .13818    .34664
    .97103    .15000    .13498    .35653
   1.00286    .15000    .13488    .35456
   1.01878    .15000    .13565    .35302
   1.03470    .15000    .13654    .35047
   1.05061    .15000    .13677    .34690
   1.06653    .15000    .13902    .34185
   1.09836    .15000    .14117    .31832
   1.13019    .15000    .14132    .27078
   1.14610    .15000    .14383    .22449
   1.15406    .15000    .13126    .19878
   1.16202    .15000    .12669    .17841
   1.16998    .15000    .09077    .15892
   1.17412    .15000    .07944    .15312
   1.17793    .15000    .07050    .15533
   1.18207    .15000    .06116    .15772
   1.18589    .15000    .04939    .16031
   1.19385    .15000    .06206    .15876
   1.20977    .15000    .03903    .19376
   1.22568    .15000    .04688    .21894
   1.24160    .15000    .02746    .26408
   1.25751    .15000    .02089    .28928
   1.27343    .15000    .01869    .34186
   1.28934    .15000    .03183    .39677
   1.32117    .15000    .01523    .50112
   1.35300    .15000    .03914    .56781
   1.38484    .15000    .03197    .55627
   1.40075    .15000    .04134    .54851
   1.41667    .15000    .06177    .53725
   1.48116    .15000    .21205    .39352
   1.51776    .15000    .19179    .41063
   1.55437    .15000    .16655    .42220
   1.58620    .15000    .14921    .40384
   1.60211    .15000    .15084    .38949
   1.61803    .15000    .15869    .37391
   1.63394    .15000    .16687    .36562
   1.64986    .15000    .16874    .36572
   1.68169    .15000    .15469    .37773
   1.71352    .15000    .14008    .38499
   1.72944    .15000    .12787    .38418
   1.73739    .15000    .11247    .39117
   1.74535    .15000    .11130    .38785
   1.75331    .15000    .10723    .37992
   1.75745    .15000    .10316    .37424
   1.76127    .15000    .09951    .36869
   1.76541    .15000    .09508    .35805
   1.76923    .15000    .09024    .34782
   1.77718    .15000    .09115    .32738
   1.79310    .15000    .09938    .29803
   1.80901    .15000    .11646    .29592
   1.82493    .15000    .12940    .30338
   1.84085    .15000    .13406    .29977
   1.85676    .15000    .13619    .30613
   1.87268    .15000    .13910    .31158
   1.90451    .15000    .13595    .32229
   1.93634    .15000    .13651    .33005
   1.96817    .15000    .14057    .33138
   1.98408    .15000    .14277    .33200
   2.00000    .15000    .15082    .31979
    .00331    .20000    .10438    .33494
    .00745    .20000    .10396    .33080
    .01127    .20000    .10343    .32695
    .01541    .20000    .10259    .32199
    .01923    .20000    .10238    .31710
    .02718    .20000    .10188    .30686
    .04310    .20000    .12690    .28866
    .05901    .20000    .14960    .28174
    .07493    .20000    .16481    .27733
    .09085    .20000    .18011    .26954
    .10676    .20000    .18717    .25796
    .12268    .20000    .19272    .23994
    .15451    .20000    .15605    .18205
    .18634    .20000    .05888    .23143
    .21817    .20000    .04011    .30432
    .23408    .20000    .03458    .33654
    .25000    .20000    .02632    .36333
    .31449    .20000    .02130    .54093
    .35110    .20000    .09241    .60205
    .38770    .20000    .16428    .56336
    .41953    .20000    .14918    .52053
    .43545    .20000    .13988    .50692
    .45136    .20000    .12468    .49973
    .46728    .20000    .11928    .48567
    .48319    .20000    .12089    .47207
    .51502    .20000    .13566    .43657
    .54686    .20000    .15906    .41693
    .56277    .20000    .14552    .42172
    .57073    .20000    .13637    .42593
    .57869    .20000    .12800    .42383
    .58664    .20000    .10516    .42737
    .59078    .20000    .09626    .42613
    .59460    .20000    .08750    .42542
    .59874    .20000    .08020    .42160
    .60256    .20000    .07325    .41714
    .61052    .20000    .06252    .40005
    .62643    .20000    .06057    .36780
    .64235    .20000    .07417    .33798
    .65826    .20000    .08989    .32142
    .67418    .20000    .10944    .30677
    .69009    .20000    .13970    .29845
    .70601    .20000    .16266    .29780
    .73784    .20000    .16046    .31446
    .76967    .20000    .15580    .33044
    .80150    .20000    .14791    .33559
    .81742    .20000    .14480    .33793
    .83333    .20000    .14268    .33972
    .89782    .20000    .14414    .34702
    .93443    .20000    .14273    .35592
    .97103    .20000    .14088    .36351
   1.00286    .20000    .13943    .36322
   1.01878    .20000    .13968    .36218
   1.03470    .20000    .14103    .35942
   1.05061    .20000    .14226    .35476
   1.06653    .20000    .14474    .34689
   1.09836    .20000    .14646    .32134
   1.13019    .20000    .15271    .26544
   1.14610    .20000    .14267    .22273
   1.15406    .20000    .13674    .19776
   1.16202    .20000    .11422    .17179
   1.16998    .20000    .09262    .16104
   1.17412    .20000    .08116    .15538
   1.17793    .20000    .06971    .15820
   1.18207    .20000    .05946    .16541
   1.18589    .20000    .05354    .17185
   1.19385    .20000    .04779    .17894
   1.20977    .20000    .03346    .20857
   1.22568    .20000    .03528    .23304
   1.24160    .20000    .02406    .26892
   1.25751    .20000    .01239    .32639
   1.27343    .20000    .00874    .39332
   1.28934    .20000    .02244    .45765
   1.32117    .20000    .01994    .47364
   1.35300    .20000   -.01489    .47044
   1.38484    .20000    .00571    .52051
   1.40075    .20000    .03215    .53251
   1.41667    .20000    .07571    .52708
   1.48116    .20000    .20658    .40283
   1.51776    .20000    .17947    .42735
   1.55437    .20000    .14537    .43936
   1.58620    .20000    .13337    .40983
   1.60211    .20000    .13960    .39322
   1.61803    .20000    .15062    .37692
   1.63394    .20000    .16281    .37243
   1.64986    .20000    .16952    .37400
   1.68169    .20000    .14978    .39012
   1.71352    .20000    .11338    .40694
   1.72944    .20000    .10363    .40612
   1.73739    .20000    .09826    .40364
   1.74535    .20000    .08433    .39915
   1.75331    .20000    .07492    .39609
   1.75745    .20000    .07760    .38793
   1.76127    .20000    .07992    .37955
   1.76541    .20000    .07980    .37080
   1.76923    .20000    .07996    .36270
   1.77718    .20000    .08204    .34355
   1.79310    .20000    .09780    .31650
   1.80901    .20000    .11720    .30542
   1.82493    .20000    .12452    .30649
   1.84085    .20000    .13239    .30802
   1.85676    .20000    .13452    .31558
   1.87268    .20000    .13635    .32328
   1.90451    .20000    .13365    .33286
   1.93634    .20000    .13438    .33884
   1.96817    .20000    .13780    .34145
   1.98408    .20000    .13966    .34241
   2.00000    .20000    .15440    .33267
    .00331    .27500    .15519    .37316
    .00745    .27500    .15927    .37020
    .01127    .27500    .16370    .36775
    .01541    .27500    .16819    .36363
    .01923    .27500    .17084    .36034
    .02718    .27500    .17667    .35223
    .04310    .27500    .21034    .34234
    .05901    .27500    .23924    .34780
    .07493    .27500    .25732    .34995
    .09085    .27500    .26972    .34537
    .10676    .27500    .27272    .33494
    .12268    .27500    .27237    .31670
    .15451    .27500    .24240    .25861
    .18634    .27500    .12671    .26843
    .21817    .27500    .05921    .34579
    .23408    .27500    .03875    .37804
    .25000    .27500    .01615    .41159
    .31449    .27500    .03723    .61031
    .35110    .27500    .11676    .62552
    .38770    .27500    .13098    .56937
    .41953    .27500    .10567    .51535
    .43545    .27500    .10030    .49569
    .45136    .27500    .09707    .48154
    .46728    .27500    .10689    .46578
    .48319    .27500    .12917    .44922
    .51502    .27500    .16501    .41009
    .54686    .27500    .15815    .40289
    .56277    .27500    .12940    .41504
    .57073    .27500    .12829    .41618
    .57869    .27500    .10756    .41499
    .58664    .27500    .08886    .41589
    .59078    .27500    .07959    .41296
    .59460    .27500    .07058    .40994
    .59874    .27500    .06653    .40063
    .60256    .27500    .06274    .39092
    .61052    .27500    .05971    .36947
    .62643    .27500    .06374    .32891
    .64235    .27500    .08341    .30406
    .65826    .27500    .12765    .27381
    .67418    .27500    .15260    .26767
    .69009    .27500    .16776    .27784
    .70601    .27500    .17650    .29050
    .73784    .27500    .16907    .31201
    .76967    .27500    .16233    .32851
    .80150    .27500    .16266    .33396
    .81742    .27500    .16539    .33775
    .83333    .27500    .16820    .34306
    .89782    .27500    .18301    .37519
    .93443    .27500    .17906    .39367
    .97103    .27500    .18154    .40554
   1.00286    .27500    .18375    .40656
   1.01878    .27500    .18259    .40730
   1.03470    .27500    .18249    .40598
   1.05061    .27500    .18693    .39751
   1.06653    .27500    .19235    .38840
   1.09836    .27500    .19907    .35999
   1.13019    .27500    .19689    .30005
   1.14610    .27500    .19332    .26015
   1.15406    .27500    .18566    .22056
   1.16202    .27500    .17700    .19116
   1.16998    .27500    .16005    .17046
   1.17412    .27500    .15063    .16218
   1.17793    .27500    .14217    .15990
   1.18207    .27500    .12757    .15649
   1.18589    .27500    .11520    .15169
   1.19385    .27500    .09725    .16498
   1.20977    .27500    .07994    .18797
   1.22568    .27500    .07379    .22748
   1.24160    .27500    .06210    .28734
   1.25751    .27500    .02360    .38754
   1.27343    .27500    .02425    .46430
   1.28934    .27500    .02745    .51816
   1.32117    .27500    .02057    .52027
   1.35300    .27500    .00247    .50685
   1.38484    .27500    .06774    .52827
   1.40075    .27500    .11108    .51533
   1.41667    .27500    .15103    .48950
   1.48116    .27500    .21993    .38980
   1.51776    .27500    .15855    .41038
   1.55437    .27500    .13236    .40270
   1.58620    .27500    .14366    .37709
   1.60211    .27500    .15517    .36580
   1.61803    .27500    .16511    .35786
   1.63394    .27500    .16229    .36373
   1.64986    .27500    .15547    .37228
   1.68169    .27500    .13550    .38772
   1.71352    .27500    .10881    .39868
   1.72944    .27500    .09862    .39268
   1.73739    .27500    .09027    .39211
   1.74535    .27500    .08552    .38507
   1.75331    .27500    .07652    .37703
   1.75745    .27500    .07997    .36762
   1.76127    .27500    .08487    .35870
   1.76541    .27500    .08528    .34995
   1.76923    .27500    .08558    .34118
   1.77718    .27500    .09448    .32241
   1.79310    .27500    .11976    .30254
   1.80901    .27500    .14723    .29894
   1.82493    .27500    .16704    .31327
   1.84085    .27500    .17558    .32405
   1.85676    .27500    .17849    .33252
   1.87268    .27500    .18273    .33961
   1.90451    .27500    .18780    .35783
   1.93634    .27500    .19649    .37453
   1.96817    .27500    .19541    .39020
   1.98408    .27500    .19424    .39618
   2.00000    .27500    .20789    .38516
    .00331    .35000    .16209    .39815
    .00745    .35000    .16208    .39422
    .01127    .35000    .16249    .39062
    .01541    .35000    .16982    .38384
    .01923    .35000    .17650    .37755
    .02718    .35000    .19076    .37452
    .04310    .35000    .21497    .36727
    .05901    .35000    .24745    .36307
    .07493    .35000    .25647    .35055
    .09085    .35000    .27844    .34116
    .10676    .35000    .27666    .33880
    .12268    .35000    .26917    .33113
    .15451    .35000    .22472    .25893
    .18634    .35000    .10571    .27801
    .21817    .35000    .05489    .36500
    .23408    .35000    .04125    .39593
    .25000    .35000    .03075    .41712
    .31449    .35000    .02856    .62628
    .35109    .35000    .16281    .63187
    .38770    .35000    .18439    .58176
    .41953    .35000    .13245    .52503
    .43545    .35000    .11352    .50835
    .45136    .35000    .10418    .49027
    .46728    .35000    .12014    .46358
    .48319    .35000    .13354    .43987
    .51502    .35000    .16807    .39552
    .54686    .35000    .16935    .39743
    .56277    .35000    .13395    .41310
    .57073    .35000    .13483    .40855
    .57869    .35000    .11594    .41530
    .58664    .35000    .09691    .41497
    .59078    .35000    .08866    .41292
    .59460    .35000    .08032    .41091
    .59874    .35000    .07337    .40470
    .60256    .35000    .06653    .39897
    .61052    .35000    .06071    .38198
    .62643    .35000    .06170    .34154
    .64235    .35000    .08755    .30483
    .65826    .35000    .10461    .28158
    .67418    .35000    .13410    .26657
    .69009    .35000    .15687    .27577
    .70601    .35000    .17450    .28943
    .73784    .35000    .17162    .31471
    .76967    .35000    .16688    .33755
    .80150    .35000    .16157    .34759
    .81742    .35000    .16085    .35284
    .83333    .35000    .16202    .35796
    .89782    .35000    .19266    .39917
    .93443    .35000    .19391    .42087
    .97103    .35000    .19733    .43334
   1.00286    .35000    .20071    .43553
   1.01878    .35000    .20427    .43554
   1.03470    .35000    .20908    .43092
   1.05061    .35000    .20608    .42424
   1.06653    .35000    .20597    .41450
   1.09836    .35000    .20483    .37639
   1.13019    .35000    .22597    .31286
   1.14610    .35000    .21470    .26788
   1.15406    .35000    .20565    .23515
   1.16202    .35000    .18594    .21246
   1.16998    .35000    .17435    .18657
   1.17412    .35000    .16147    .17400
   1.17793    .35000    .14786    .17021
   1.18207    .35000    .13511    .16622
   1.18589    .35000    .12519    .15943
   1.19385    .35000    .10285    .18284
   1.20977    .35000    .06942    .22756
   1.22568    .35000    .05242    .26596
   1.24160    .35000    .00749    .33129
   1.25751    .35000   -.03884    .47358
   1.27343    .35000    .00963    .50858
   1.28934    .35000    .06359    .54352
   1.32117    .35000    .05969    .54531
   1.35300    .35000    .01515    .48899
   1.38484    .35000    .02978    .50625
   1.40075    .35000    .07298    .50210
   1.41667    .35000    .14135    .47600
   1.48116    .35000    .22116    .40405
   1.51776    .35000    .15839    .42373
   1.55437    .35000    .12869    .41942
   1.58620    .35000    .15008    .38347
   1.60211    .35000    .16198    .36916
   1.61803    .35000    .17097    .36114
   1.63394    .35000    .16846    .36715
   1.64986    .35000    .16165    .37618
   1.68169    .35000    .14671    .39295
   1.71352    .35000    .11662    .40515
   1.72944    .35000    .09870    .40738
   1.73739    .35000    .09025    .40169
   1.74535    .35000    .08544    .39513
   1.75331    .35000    .07561    .38751
   1.75745    .35000    .07622    .38018
   1.76127    .35000    .07597    .37285
   1.76541    .35000    .06914    .36524
   1.76923    .35000    .06220    .35797
   1.77718    .35000    .08424    .33480
   1.79310    .35000    .12231    .31011
   1.80901    .35000    .15113    .30538
   1.82493    .35000    .16029    .31417
   1.84085    .35000    .16090    .34421
   1.85676    .35000    .17225    .35454
   1.87268    .35000    .18417    .36219
   1.90451    .35000    .18175    .39092
   1.93634    .35000    .18424    .41493
   1.96817    .35000    .19160    .42207
   1.98408    .35000    .19298    .42424
   2.00000    .35000    .22114    .40004
    .00331    .42500    .16902    .40748
    .00745    .42500    .17315    .40510
    .01127    .42500    .17750    .40289
    .01541    .42500    .18180    .39798
    .01923    .42500    .18634    .39309
    .02718    .42500    .19384    .38720
    .04310    .42500    .22014    .38100
    .05901    .42500    .24286    .37482
    .07493    .42500    .25355    .37528
    .09085    .42500    .27266    .36122
    .10676    .42500    .27589    .34799
    .12268    .42500    .27508    .32983
    .15451    .42500    .21753    .27455
    .18634    .42500    .10233    .29847
    .21817    .42500    .06375    .37448
    .23408    .42500    .05422    .40553
    .25000    .42500    .03038    .43268
    .31449    .42500    .05155    .61073
    .35109    .42500    .18158    .58869
    .38770    .42500    .22072    .53039
    .41953    .42500    .14918    .49682
    .43545    .42500    .12432    .48656
    .45136    .42500    .11324    .47213
    .46728    .42500    .11416    .45131
    .48319    .42500    .12603    .42888
    .51502    .42500    .16941    .39120
    .54686    .42500    .17732    .38591
    .56277    .42500    .15192    .40500
    .57073    .42500    .13543    .41279
    .57869    .42500    .12517    .40309
    .58664    .42500    .10403    .40685
    .59078    .42500    .09732    .40238
    .59460    .42500    .09040    .39797
    .59874    .42500    .08388    .39297
    .60256    .42500    .07781    .38773
    .61052    .42500    .06490    .37494
    .62643    .42500    .06789    .34174
    .64235    .42500    .07987    .31976
    .65826    .42500    .11501    .28962
    .67418    .42500    .14605    .28024
    .69009    .42500    .16537    .28512
    .70601    .42500    .17996    .29424
    .73784    .42500    .17363    .31682
    .76967    .42500    .16677    .33411
    .80150    .42500    .16512    .34213
    .81742    .42500    .16568    .34744
    .83333    .42500    .16554    .35479
