     Yi/Gi      Z/B      Cr/U2     Cu/U2  
   1.42117    .07500    .17447    .55223
   1.45300    .07500    .15809    .48806
   1.48484    .07500    .19430    .42242
   1.50075    .07500    .20574    .40217
   1.51667    .07500    .21247    .39003
   1.58116    .07500    .20858    .39366
   1.61776    .07500    .18931    .39158
   1.65437    .07500    .18227    .38478
   1.68620    .07500    .18198    .38668
   1.70211    .07500    .18139    .38915
   1.71803    .07500    .17885    .39331
   1.73394    .07500    .17179    .39574
   1.74986    .07500    .16442    .39755
   1.78169    .07500    .16015    .40200
   1.81352    .07500    .16223    .40811
   1.82944    .07500    .15671    .41849
   1.83739    .07500    .15047    .42420
   1.84535    .07500    .13401    .42682
   1.85331    .07500    .12802    .42538
   1.85745    .07500    .12338    .41809
   1.86127    .07500    .11973    .41118
   1.86541    .07500    .11416    .40932
   1.86923    .07500    .10856    .40758
   1.87718    .07500    .10767    .38788
   1.89310    .07500    .11651    .36823
   1.90901    .07500    .13129    .36405
   1.92493    .07500    .14298    .36318
   1.94085    .07500    .15487    .36484
   1.95676    .07500    .15897    .36900
   1.97268    .07500    .16593    .37333
    .03169    .10000    .13022    .35776
    .06352    .10000    .13025    .33464
    .07944    .10000    .13155    .32008
    .08740    .10000    .13300    .30883
    .09535    .10000    .13813    .29811
    .10331    .10000    .13745    .28445
    .10745    .10000    .14227    .27672
    .11127    .10000    .14642    .26958
    .11541    .10000    .14831    .26091
    .11923    .10000    .15007    .25200
    .12718    .10000    .16143    .23305
    .14310    .10000    .18113    .20497
    .15901    .10000    .16791    .16580
    .17493    .10000    .12866    .15856
    .19085    .10000    .10155    .20094
    .20676    .10000    .08531    .24121
    .22268    .10000    .07799    .27859
    .25451    .10000    .00212    .43291
    .28634    .10000   -.00747    .59042
    .31817    .10000    .04048    .66238
    .33408    .10000    .05976    .65875
    .35000    .10000    .06453    .63372
    .41449    .10000    .20470    .44952
    .45110    .10000    .21398    .42279
    .48770    .10000    .20028    .40891
    .51953    .10000    .18147    .40436
    .53545    .10000    .17691    .39762
    .55136    .10000    .17131    .39160
    .56728    .10000    .16700    .38310
    .58319    .10000    .16779    .37614
    .61502    .10000    .16701    .38355
    .64686    .10000    .15069    .39502
    .66277    .10000    .13704    .40088
    .67073    .10000    .13369    .39743
    .67869    .10000    .12073    .40083
    .68664    .10000    .10902    .39738
    .69078    .10000    .10523    .39159
    .69460    .10000    .10241    .38563
    .69874    .10000    .09845    .37814
    .70256    .10000    .09384    .37109
    .71052    .10000    .08726    .35269
    .72643    .10000    .10273    .32161
    .74235    .10000    .11701    .30386
    .75826    .10000    .14305    .29606
    .77418    .10000    .15588    .30512
    .79009    .10000    .15945    .31154
    .80601    .10000    .16162    .31778
    .83784    .10000    .15618    .33060
    .86967    .10000    .15388    .33766
    .90150    .10000    .15016    .33902
    .91742    .10000    .14915    .34118
    .93333    .10000    .15026    .34193
    .99782    .10000    .15585    .35317
   1.03443    .10000    .15996    .35415
   1.07103    .10000    .16390    .34376
   1.10286    .10000    .16582    .32452
   1.11878    .10000    .16854    .30888
   1.13470    .10000    .16788    .28938
   1.15061    .10000    .16481    .26202
   1.16653    .10000    .14574    .23039
   1.19836    .10000    .06688    .24538
   1.23019    .10000    .05829    .29279
   1.24610    .10000    .06067    .30725
   1.25406    .10000    .06149    .31313
   1.26202    .10000    .04864    .32062
   1.26998    .10000    .04740    .33461
   1.27412    .10000    .04341    .34029
   1.27793    .10000    .03444    .35034
   1.28207    .10000    .03227    .36763
   1.28589    .10000    .03169    .38503
   1.29385    .10000   -.01283    .43179
   1.30977    .10000   -.02771    .47268
   1.32568    .10000    .01725    .58407
   1.34160    .10000    .05121    .59715
   1.35751    .10000    .11704    .59940
   1.37343    .10000    .15932    .60057
   1.38934    .10000    .18446    .59487
   1.42117    .10000    .14587    .55152
   1.45300    .10000    .14059    .47622
   1.48484    .10000    .18619    .40580
   1.50075    .10000    .20499    .38131
   1.51667    .10000    .21288    .36990
   1.58116    .10000    .19732    .37751
   1.61776    .10000    .17774    .37824
   1.65437    .10000    .17074    .36475
   1.68620    .10000    .16974    .35711
   1.70211    .10000    .16766    .35778
   1.71803    .10000    .16553    .36005
   1.73394    .10000    .16073    .36420
   1.74986    .10000    .15613    .36744
   1.78169    .10000    .14430    .37211
   1.81352    .10000    .14349    .37343
   1.82944    .10000    .13800    .37614
   1.83739    .10000    .13671    .37916
   1.84535    .10000    .12789    .37990
   1.85331    .10000    .11945    .37642
   1.85745    .10000    .11302    .37369
   1.86127    .10000    .10641    .37106
   1.86541    .10000    .10310    .36670
   1.86923    .10000    .10008    .36251
   1.87718    .10000    .09395    .35202
   1.89310    .10000    .10551    .33072
   1.90901    .10000    .12269    .31978
   1.92493    .10000    .13634    .32260
   1.94085    .10000    .14573    .32964
   1.95676    .10000    .14898    .33053
   1.97268    .10000    .15074    .33183
    .03169    .15000    .12341    .34370
    .06352    .15000    .12207    .32404
    .07944    .15000    .12528    .30487
    .08740    .15000    .12481    .29234
    .09535    .15000    .12516    .28122
    .10331    .15000    .12714    .26144
    .10745    .15000    .13256    .25350
    .11127    .15000    .13822    .24569
    .11541    .15000    .13813    .23303
    .11923    .15000    .13820    .22021
    .12718    .15000    .14396    .20927
    .14310    .15000    .16838    .16491
    .15901    .15000    .15014    .14049
    .17493    .15000    .09128    .14890
    .19085    .15000    .06731    .19136
    .20676    .15000    .05154    .23450
    .22268    .15000    .04875    .27031
    .25451    .15000    .02750    .33975
    .28634    .15000   -.00295    .47412
    .31817    .15000    .00327    .53899
    .33408    .15000    .00390    .54079
    .35000    .15000   -.00462    .53380
    .41449    .15000    .18714    .46003
    .45110    .15000    .20244    .42023
    .48770    .15000    .18758    .41664
    .51953    .15000    .16291    .41154
    .53545    .15000    .15766    .40385
    .55136    .15000    .15493    .39367
    .56728    .15000    .15587    .38029
    .58319    .15000    .15875    .37073
    .61502    .15000    .15964    .37575
    .64686    .15000    .14120    .39230
    .66277    .15000    .12604    .39662
    .67073    .15000    .11809    .40278
    .67869    .15000    .09817    .40643
    .68664    .15000    .08734    .39525
    .69078    .15000    .08192    .38876
    .69460    .15000    .07670    .38233
    .69874    .15000    .07166    .37153
    .70256    .15000    .06618    .36083
    .71052    .15000    .06145    .34158
    .72643    .15000    .07758    .30032
    .74235    .15000    .10535    .28605
    .75826    .15000    .12590    .28706
    .77418    .15000    .14020    .28474
    .79009    .15000    .14559    .29170
    .80601    .15000    .15034    .29805
    .83784    .15000    .14622    .31065
    .86967    .15000    .14152    .32115
    .90150    .15000    .13893    .32497
    .91742    .15000    .13871    .32606
    .93333    .15000    .13997    .32615
    .99782    .15000    .14910    .33401
   1.03443    .15000    .15129    .33725
   1.07103    .15000    .15532    .32899
   1.10286    .15000    .16257    .31171
   1.11878    .15000    .16568    .29769
   1.13470    .15000    .16723    .27831
   1.15061    .15000    .16327    .24737
   1.16653    .15000    .13410    .21426
   1.19836    .15000    .05089    .25451
   1.23019    .15000    .05820    .29848
   1.24610    .15000    .05363    .30317
   1.25406    .15000    .04488    .30666
   1.26202    .15000    .02724    .31472
   1.26998    .15000    .02419    .33272
   1.27412    .15000    .01907    .33545
   1.27793    .15000    .01442    .33808
   1.28207    .15000    .00368    .34514
   1.28589    .15000   -.01099    .35379
   1.29385    .15000    .00059    .34216
   1.30977    .15000   -.01304    .37798
   1.32568    .15000   -.01054    .42653
   1.34160    .15000    .03300    .50349
   1.35751    .15000    .02232    .52429
   1.37343    .15000    .08031    .55983
   1.38934    .15000    .12460    .57134
   1.42117    .15000    .08942    .53922
   1.45300    .15000    .06940    .48671
   1.48484    .15000    .14390    .41542
   1.50075    .15000    .17852    .37800
   1.51667    .15000    .19937    .35192
   1.58116    .15000    .17897    .37851
   1.61776    .15000    .15931    .37955
   1.65437    .15000    .15051    .36350
   1.68620    .15000    .16023    .35092
   1.70211    .15000    .16300    .34985
   1.71803    .15000    .16294    .35130
   1.73394    .15000    .15371    .36006
   1.74986    .15000    .14552    .36795
   1.78169    .15000    .13950    .37026
   1.81352    .15000    .13849    .37186
   1.82944    .15000    .13409    .37530
   1.83739    .15000    .12202    .38070
   1.84535    .15000    .11551    .37698
   1.85331    .15000    .10480    .36872
   1.85745    .15000    .10125    .36376
   1.86127    .15000    .09787    .35878
   1.86541    .15000    .08967    .35048
   1.86923    .15000    .08161    .34212
   1.87718    .15000    .08021    .32537
   1.89310    .15000    .08742    .30373
   1.90901    .15000    .10536    .30387
   1.92493    .15000    .11746    .32013
   1.94085    .15000    .12466    .30965
   1.95676    .15000    .13101    .31355
   1.97268    .15000    .13651    .31756
    .03169    .20000    .12697    .35260
    .06352    .20000    .12853    .33269
    .07944    .20000    .12744    .31143
    .08740    .20000    .13112    .30113
    .09535    .20000    .13284    .28734
    .10331    .20000    .13921    .27286
    .10745    .20000    .14183    .26374
    .11127    .20000    .14444    .25510
    .11541    .20000    .14818    .24389
    .11923    .20000    .15163    .23240
    .12718    .20000    .15318    .21324
    .14310    .20000    .16711    .15768
    .15901    .20000    .13355    .13234
    .17493    .20000    .08609    .15171
    .19085    .20000    .05661    .20255
    .20676    .20000    .04435    .24181
    .22268    .20000    .03571    .27581
    .25451    .20000    .01424    .36540
    .28634    .20000    .01588    .43543
    .31817    .20000   -.00576    .45894
    .33408    .20000   -.00546    .47832
    .35000    .20000   -.00244    .50579
    .41449    .20000    .16106    .48795
    .45110    .20000    .18612    .43938
    .48770    .20000    .17457    .43028
    .51953    .20000    .14854    .42195
    .53545    .20000    .13995    .41278
    .55136    .20000    .13971    .40003
    .56728    .20000    .15066    .38639
    .58319    .20000    .16034    .37692
    .61502    .20000    .16156    .38180
    .64686    .20000    .14151    .39906
    .66277    .20000    .11760    .40900
    .67073    .20000    .10671    .41018
    .67869    .20000    .08987    .40888
    .68664    .20000    .07446    .40317
    .69078    .20000    .07018    .39728
    .69460    .20000    .06548    .39122
    .69874    .20000    .05972    .38380
    .70256    .20000    .05511    .37624
    .71052    .20000    .05050    .35516
    .72643    .20000    .07261    .31507
    .74235    .20000    .10253    .29540
    .75826    .20000    .12136    .29010
    .77418    .20000    .13807    .28676
    .79009    .20000    .14476    .29543
    .80601    .20000    .14948    .30384
    .83784    .20000    .14533    .31866
    .86967    .20000    .14260    .32972
    .90150    .20000    .14013    .33237
    .91742    .20000    .13998    .33351
    .93333    .20000    .14046    .33419
    .99782    .20000    .14545    .34533
   1.03443    .20000    .15004    .34678
   1.07103    .20000    .15728    .33635
   1.10286    .20000    .16596    .31641
   1.11878    .20000    .17059    .29870
   1.13470    .20000    .17191    .27256
   1.15061    .20000    .16414    .23872
   1.16653    .20000    .13069    .21461
   1.19836    .20000    .04710    .26701
   1.23019    .20000    .05940    .30874
   1.24610    .20000    .04275    .31429
   1.25406    .20000    .03182    .32354
   1.26202    .20000    .01325    .33682
   1.26998    .20000    .00343    .34689
   1.27412    .20000   -.00735    .35347
   1.27793    .20000   -.01601    .35844
   1.28207    .20000   -.01412    .36201
   1.28589    .20000   -.01189    .36595
   1.29385    .20000   -.02159    .37440
   1.30977    .20000   -.01586    .42302
   1.32568    .20000    .00386    .47556
   1.34160    .20000    .02629    .49858
   1.35751    .20000    .04708    .51854
   1.37343    .20000    .06545    .52147
   1.38934    .20000    .08902    .52096
   1.42117    .20000    .05199    .51317
   1.45300    .20000    .03803    .48599
   1.48484    .20000    .14235    .41432
   1.50075    .20000    .18310    .37805
   1.51667    .20000    .20436    .35764
   1.58116    .20000    .16914    .39078
   1.61776    .20000    .14330    .38999
   1.65437    .20000    .13915    .36935
   1.68620    .20000    .15701    .35801
   1.70211    .20000    .16096    .35874
   1.71803    .20000    .15971    .36281
   1.73394    .20000    .15297    .36985
   1.74986    .20000    .14522    .37691
   1.78169    .20000    .12246    .38558
   1.81352    .20000    .12268    .38603
   1.82944    .20000    .12194    .38814
   1.83739    .20000    .12079    .38527
   1.84535    .20000    .11391    .37968
   1.85331    .20000    .10774    .37767
   1.85745    .20000    .10174    .37245
   1.86127    .20000    .09604    .36726
   1.86541    .20000    .09163    .36232
   1.86923    .20000    .08726    .35759
   1.87718    .20000    .08135    .34733
   1.89310    .20000    .09003    .32536
   1.90901    .20000    .10443    .31958
   1.92493    .20000    .11543    .31964
   1.94085    .20000    .12666    .31877
   1.95676    .20000    .13060    .32413
   1.97268    .20000    .13460    .32888
    .03169    .27500    .18377    .40148
    .06352    .27500    .18549    .37538
    .07944    .27500    .19531    .36237
    .08740    .27500    .19092    .34464
    .09535    .27500    .20562    .33130
    .10331    .27500    .20805    .32256
    .10745    .27500    .21621    .31488
    .11127    .27500    .22434    .30751
    .11541    .27500    .22523    .29673
    .11923    .27500    .22604    .28593
    .12718    .27500    .23817    .26289
    .14310    .27500    .24773    .22374
    .15901    .27500    .23646    .19868
    .17493    .27500    .18288    .18232
    .19085    .27500    .12711    .22732
    .20676    .27500    .08755    .28079
    .22268    .27500    .06162    .33562
    .25451    .27500    .02590    .44053
    .28634    .27500    .01979    .49790
    .31817    .27500    .03051    .55021
    .33408    .27500    .04943    .57048
    .35000    .27500    .07410    .57697
    .41449    .27500    .23899    .44638
    .45110    .27500    .18242    .43565
    .48770    .27500    .12591    .43763
    .51953    .27500    .13112    .40249
    .53545    .27500    .13856    .38472
    .55136    .27500    .15351    .36704
    .56728    .27500    .16250    .36033
    .58319    .27500    .16637    .35902
    .61502    .27500    .14932    .37419
    .64686    .27500    .12640    .38878
    .66277    .27500    .11113    .38998
    .67073    .27500    .10636    .38866
    .67869    .27500    .09108    .38757
    .68664    .27500    .07433    .38485
    .69078    .27500    .07171    .37420
    .69460    .27500    .06874    .36342
    .69874    .27500    .06439    .35487
    .70256    .27500    .06071    .34643
    .71052    .27500    .07066    .32120
    .72643    .27500    .09185    .28439
    .74235    .27500    .12733    .27195
    .75826    .27500    .15351    .27801
    .77418    .27500    .16509    .28997
    .79009    .27500    .16781    .30068
    .80601    .27500    .17106    .30930
    .83784    .27500    .17050    .32512
    .86967    .27500    .17305    .33916
    .90150    .27500    .17980    .35539
    .91742    .27500    .18364    .36478
    .93333    .27500    .18722    .37411
    .99782    .27500    .19291    .39574
   1.03443    .27500    .19778    .39077
   1.07103    .27500    .20607    .37756
   1.10286    .27500    .21192    .35288
   1.11878    .27500    .21423    .33292
   1.13470    .27500    .21214    .30780
   1.15061    .27500    .20110    .27350
   1.16653    .27500    .17086    .23576
   1.19836    .27500    .07555    .25413
   1.23019    .27500    .06051    .30590
   1.24610    .27500    .03551    .31384
   1.25406    .27500    .01733    .32751
   1.26202    .27500    .00704    .35243
   1.26998    .27500   -.01586    .37187
   1.27412    .27500   -.01663    .38820
   1.27793    .27500   -.01349    .40377
   1.28207    .27500   -.01594    .42351
   1.28589    .27500   -.01710    .44288
   1.29385    .27500   -.01370    .47778
   1.30977    .27500    .01479    .54065
   1.32568    .27500    .05185    .57853
   1.34160    .27500    .07675    .58762
   1.35751    .27500    .06634    .55900
   1.37343    .27500    .05375    .52359
   1.38934    .27500    .04266    .49537
   1.42117    .27500    .05656    .48702
   1.45300    .27500    .13149    .44446
   1.48484    .27500    .19693    .37839
   1.50075    .27500    .20700    .36076
   1.51667    .27500    .20578    .35485
   1.58116    .27500    .15119    .38142
   1.61776    .27500    .14232    .36934
   1.65437    .27500    .15105    .35074
   1.68620    .27500    .16149    .35246
   1.70211    .27500    .16141    .35820
   1.71803    .27500    .16020    .36545
   1.73394    .27500    .15001    .37471
   1.74986    .27500    .13941    .38281
   1.78169    .27500    .12251    .38747
   1.81352    .27500    .11970    .38326
   1.82944    .27500    .12332    .37811
   1.83739    .27500    .11794    .37481
   1.84535    .27500    .11855    .37223
   1.85331    .27500    .11279    .36572
   1.85745    .27500    .11734    .36216
   1.86127    .27500    .12190    .35858
   1.86541    .27500    .12061    .35424
   1.86923    .27500    .11930    .34990
   1.87718    .27500    .12009    .34430
   1.89310    .27500    .14202    .33533
   1.90901    .27500    .16667    .33500
   1.92493    .27500    .18325    .34790
   1.94085    .27500    .19078    .36024
   1.95676    .27500    .19423    .36708
   1.97268    .27500    .19849    .37324
    .03169    .35000    .20063    .41435
    .06352    .35000    .20019    .40321
    .07944    .35000    .21174    .38178
    .08739    .35000    .21206    .37037
    .09535    .35000    .22464    .35098
    .10331    .35000    .22506    .34077
    .10745    .35000    .22816    .33097
    .11127    .35000    .23216    .32044
    .11541    .35000    .23429    .30985
    .11923    .35000    .23555    .30034
    .12718    .35000    .24572    .28806
    .14310    .35000    .25439    .23857
    .15901    .35000    .21658    .19700
    .17493    .35000    .14884    .20038
    .19085    .35000    .07947    .27094
    .20676    .35000    .06138    .30856
    .22268    .35000    .05488    .34369
    .25451    .35000    .03828    .45401
    .28634    .35000    .03337    .51791
    .31817    .35000    .01962    .53322
    .33408    .35000    .02018    .53941
    .35000    .35000    .02920    .54275
    .41449    .35000    .24684    .44404
    .45109    .35000    .19221    .43755
    .48770    .35000    .13562    .44532
    .51953    .35000    .13587    .40923
    .53545    .35000    .14481    .39035
    .55136    .35000    .15681    .37208
    .56728    .35000    .16735    .36183
    .58319    .35000    .17320    .35725
    .61502    .35000    .17048    .36598
    .64685    .35000    .13764    .38585
    .66277    .35000    .11596    .39406
    .67073    .35000    .10755    .39477
    .67869    .35000    .09500    .39004
    .68664    .35000    .08646    .38539
    .69078    .35000    .07763    .37983
    .69460    .35000    .06810    .37400
    .69874    .35000    .06204    .36882
    .70256    .35000    .05683    .36404
    .71052    .35000    .07010    .33641
    .72643    .35000    .09079    .29639
    .74235    .35000    .11866    .27813
    .75826    .35000    .14392    .27109
    .77418    .35000    .15744    .28655
    .79009    .35000    .16520    .30268
    .80601    .35000    .17295    .31724
    .83784    .35000    .17419    .34014
    .86967    .35000    .17875    .35937
    .90150    .35000    .18419    .37674
    .91742    .35000    .18843    .38489
    .93333    .35000    .19562    .39126
    .99782    .35000    .21557    .42011
   1.03443    .35000    .21725    .41951
   1.07103    .35000    .23000    .40523
   1.10286    .35000    .23440    .37913
   1.11878    .35000    .23775    .35621
   1.13470    .35000    .23617    .32693
   1.15061    .35000    .21576    .28822
   1.16653    .35000    .17406    .24720
   1.19836    .35000    .08111    .27703
   1.23019    .35000    .06882    .32503
   1.24610    .35000    .05296    .32988
   1.25406    .35000    .02084    .34997
   1.26202    .35000   -.00423    .37123
   1.26998    .35000   -.00486    .38287
   1.27412    .35000   -.00931    .39797
   1.27793    .35000   -.00983    .41342
   1.28207    .35000   -.01528    .41454
   1.28589    .35000   -.02176    .41487
   1.29385    .35000   -.00056    .48384
   1.30977    .35000    .03739    .55510
   1.32568    .35000    .07631    .58193
   1.34160    .35000    .10903    .58262
   1.35751    .35000    .14024    .54709
   1.37343    .35000    .11922    .53259
   1.38934    .35000    .07602    .52000
   1.42117    .35000    .04237    .47844
   1.45300    .35000    .06134    .44803
   1.48484    .35000    .18388    .37223
   1.50075    .35000    .21877    .34751
   1.51667    .35000    .23429    .33847
   1.58116    .35000    .15393    .38953
   1.61776    .35000    .14236    .37533
   1.65437    .35000    .15602    .35102
   1.68620    .35000    .16704    .35617
   1.70211    .35000    .16716    .36464
   1.71803    .35000    .16347    .37502
   1.73394    .35000    .15249    .38428
   1.74986    .35000    .14270    .39110
   1.78169    .35000    .12990    .39710
   1.81352    .35000    .11882    .39389
   1.82944    .35000    .12157    .38776
   1.83739    .35000    .11468    .38417
   1.84535    .35000    .11341    .38168
   1.85331    .35000    .11821    .37867
   1.85745    .35000    .11687    .37551
   1.86127    .35000    .11510    .37227
   1.86541    .35000    .11267    .36664
   1.86923    .35000    .11005    .36130
   1.87718    .35000    .12573    .35862
   1.89310    .35000    .14845    .36015
   1.90901    .35000    .16993    .36384
   1.92493    .35000    .17612    .37108
   1.94085    .35000    .17674    .39108
   1.95676    .35000    .18454    .39656
   1.97268    .35000    .18839    .40387
    .03169    .42500    .20178    .43812
    .06352    .42500    .21682    .40587
    .07944    .42500    .21376    .39313
    .08739    .42500    .22314    .37823
    .09535    .42500    .21822    .36611
    .10331    .42500    .22920    .34208
    .10745    .42500    .22968    .33307
    .11127    .42500    .23133    .32304
    .11541    .42500    .23540    .31571
    .11923    .42500    .23879    .30807
    .12718    .42500    .24659    .27944
    .14310    .42500    .24005    .23835
    .15901    .42500    .20330    .21007
    .17493    .42500    .14794    .21940
    .19085    .42500    .09833    .28022
    .20676    .42500    .07564    .32744
    .22268    .42500    .06224    .37287
    .25451    .42500    .05009    .47185
    .28634    .42500    .04067    .50854
    .31817    .42500    .02638    .55436
    .33408    .42500    .03384    .57206
    .35000    .42500    .05195    .57739
    .41449    .42500    .24563    .41329
    .45109    .42500    .19645    .41625
    .48770    .42500    .13858    .42804
    .51953    .42500    .13357    .39892
    .53545    .42500    .13802    .38295
    .55136    .42500    .14837    .36484
    .56728    .42500    .16443    .35669
    .58319    .42500    .17631    .35397
    .61502    .42500    .16535    .36816
    .64685    .42500    .14186    .38560
    .66277    .42500    .12628    .39445
    .67073    .42500    .10887    .39670
    .67869    .42500    .10475    .38682
    .68664    .42500    .09095    .38091
    .69078    .42500    .08510    .37598
    .69460    .42500    .07885    .37111
    .69874    .42500    .07669    .36073
    .70256    .42500    .07573    .35046
    .71052    .42500    .07279    .33481
    .72643    .42500    .09696    .30116
    .74235    .42500    .11589    .28611
    .75826    .42500    .15032    .28753
    .77418    .42500    .16277    .30356
    .79009    .42500    .17197    .31622
