     R/R2    Teta(deg)    Cp    
    .73810   -50.009    .27290
    .73810   -49.796    .27536
    .73810   -49.600    .27763
    .73810   -49.387    .27859
    .73810   -49.190    .27896
    .73810   -48.782    .28701
    .73810   -47.963    .29476
    .73810   -47.145    .30133
    .73810   -46.326    .31099
    .73810   -45.507    .32137
    .73810   -44.689    .33501
    .73810   -43.870    .34947
    .73810   -42.233    .37383
    .73810   -40.596    .39240
    .73810   -38.959    .41909
    .73810   -38.141    .42670
    .73810   -37.322    .43568
    .73810   -34.005    .42309
    .73810   -32.123    .31660
    .73810   -30.240    .22115
    .73810   -28.603    .18345
    .73810   -27.785    .16313
    .73810   -26.966    .14569
    .73810   -26.148    .11916
    .73810   -25.329    .09530
    .73810   -23.692    .03948
    .73810   -22.055    .02043
    .73810   -21.237    .02996
    .73810   -20.827    .04235
    .73810   -20.418    .05670
    .73810   -20.009    .06579
    .73810   -19.796    .07032
    .73810   -19.600    .07403
    .73810   -19.387    .07547
    .73810   -19.190    .07754
    .73810   -18.781    .09295
    .73810   -17.963    .11880
    .73810   -17.144    .13614
    .73810   -16.326    .14862
    .73810   -15.507    .16274
    .73810   -14.689    .16929
    .73810   -13.870    .17179
    .73810   -12.233    .16945
    .73810   -10.596    .17539
    .73810    -8.959    .17943
    .73810    -8.140    .17998
    .73810    -7.322    .17913
    .73810    -4.005    .19176
    .73810    -2.123    .19676
    .73810     -.240    .21795
    .73810     1.397    .23383
    .73810     2.215    .24393
    .73810     3.034    .25275
    .73810     3.852    .25814
    .73810     4.671    .26759
    .73810     6.308    .28592
    .73810     7.945    .30993
    .73810     8.763    .32049
    .73810     9.173    .32919
    .73810     9.582    .33625
    .73810     9.992    .34265
    .73810    10.204    .34566
    .73810    10.400    .34870
    .73810    10.613    .35388
    .73810    10.810    .35934
    .73810    11.219    .36758
    .73810    12.038    .38264
    .73810    12.856    .39074
    .73810    13.675    .39969
    .73810    14.493    .40890
    .73810    15.312    .41401
    .73810    16.130    .41319
    .73810    17.767    .40290
    .73810    19.404    .34964
    .73810    21.042    .22125
    .73810    21.860    .17380
    .73810    22.679    .15692
    .73810    25.995    .11626
    .73810    27.877    .06711
    .73810    29.760    .01385
    .73810    31.397    .02004
    .73810    32.216    .03792
    .73810    33.034    .06032
    .73810    33.853    .08165
    .73810    34.671    .10306
    .73810    36.308    .13183
    .73810    37.945    .14595
    .73810    38.764    .15163
    .73810    39.173    .15609
    .73810    39.582    .15506
    .73810    39.992    .15487
    .73810    40.205    .15592
    .73810    40.401    .15684
    .73810    40.614    .15541
    .73810    40.810    .15383
    .73810    41.219    .15681
    .73810    42.038    .16159
    .73810    42.856    .16489
    .73810    43.675    .17001
    .73810    44.494    .16717
    .73810    45.312    .17186
    .73810    46.131    .17553
    .73810    47.768    .17166
    .73810    49.405    .17102
    .73810    51.042    .18473
    .73810    51.860    .19407
    .73810    52.679    .23884
    .78571   -41.048    .33187
    .78571   -40.835    .33597
    .78571   -40.639    .33935
    .78571   -40.426    .34218
    .78571   -40.230    .34464
    .78571   -39.821    .35305
    .78571   -39.002    .36624
    .78571   -38.184    .37816
    .78571   -37.365    .39290
    .78571   -36.546    .41305
    .78571   -35.728    .42376
    .78571   -34.909    .43527
    .78571   -33.272    .45491
    .78571   -31.635    .46688
    .78571   -29.998    .49274
    .78571   -29.180    .50128
    .78571   -28.361    .50959
    .78571   -25.045    .50888
    .78571   -23.162    .40656
    .78571   -21.280    .27860
    .78571   -19.643    .23989
    .78571   -18.824    .21249
    .78571   -18.006    .19483
    .78571   -17.187    .19214
    .78571   -16.369    .17770
    .78571   -14.732    .11516
    .78571   -13.094    .08203
    .78571   -12.276    .08432
    .78571   -11.867    .08361
    .78571   -11.457    .08447
    .78571   -11.048    .09307
    .78571   -10.835    .09799
    .78571   -10.639    .10272
    .78571   -10.426    .10666
    .78571   -10.230    .10891
    .78571    -9.820    .12081
    .78571    -9.002    .12225
    .78571    -8.183    .13150
    .78571    -7.365    .14378
    .78571    -6.546    .16568
    .78571    -5.728    .17430
    .78571    -4.909    .17987
    .78571    -3.272    .17692
    .78571    -1.635    .18254
    .78571      .002    .19380
    .78571      .820    .19865
    .78571     1.639    .20534
    .78571     4.955    .21553
    .78571     6.838    .23388
    .78571     8.720    .26650
    .78571    10.357    .29298
    .78571    11.176    .30666
    .78571    11.995    .31727
    .78571    12.813    .33054
    .78571    13.632    .34295
    .78571    15.269    .36167
    .78571    16.906    .38022
    .78571    17.724    .38799
    .78571    18.134    .39454
    .78571    18.543    .40020
    .78571    18.952    .40677
    .78571    19.165    .40812
    .78571    19.361    .40961
    .78571    19.574    .41160
    .78571    19.771    .41300
    .78571    20.180    .42052
    .78571    20.999    .43488
    .78571    21.817    .44348
    .78571    22.636    .44913
    .78571    23.454    .46451
    .78571    24.273    .47121
    .78571    25.091    .47655
    .78571    26.728    .48292
    .78571    28.365    .46548
    .78571    30.002    .37130
    .78571    30.821    .29556
    .78571    31.639    .24160
    .78571    34.956    .14051
    .78571    36.838    .11834
    .78571    38.721    .05910
    .78571    40.358    .05350
    .78571    41.176    .05506
    .78571    41.995    .06526
    .78571    42.813    .08108
    .78571    43.632    .09200
    .78571    45.269    .11619
    .78571    46.906    .13865
    .78571    47.725    .14538
    .78571    48.134    .14693
    .78571    48.543    .14463
    .78571    48.952    .14719
    .78571    49.165    .14737
    .78571    49.362    .14767
    .78571    49.575    .14904
    .78571    49.771    .15051
    .78571    50.180    .15307
    .78571    50.999    .15765
    .78571    51.817    .16333
    .78571    52.636    .16998
    .78571    53.454    .18311
    .78571    54.273    .19191
    .78571    55.091    .19902
    .78571    56.728    .20905
    .78571    58.365    .21493
    .78571    60.002    .24703
    .78571    60.821    .26389
    .78571    61.639    .30760
    .83333   -32.292    .42922
    .83333   -32.079    .43225
    .83333   -31.883    .43495
    .83333   -31.670    .43765
    .83333   -31.473    .44019
    .83333   -31.065    .44757
    .83333   -30.246    .46017
    .83333   -29.428    .48338
    .83333   -28.609    .49383
    .83333   -27.790    .49913
    .83333   -26.972    .50833
    .83333   -26.153    .51510
    .83333   -24.516    .53526
    .83333   -22.879    .55229
    .83333   -21.242    .56185
    .83333   -20.424    .56463
    .83333   -19.605    .56863
    .83333   -16.288    .57566
    .83333   -14.406    .50440
    .83333   -12.523    .32670
    .83333   -10.886    .24856
    .83333   -10.068    .23411
    .83333    -9.249    .21565
    .83333    -8.431    .21287
    .83333    -7.612    .20430
    .83333    -5.975    .16850
    .83333    -4.338    .13000
    .83333    -3.520    .13802
    .83333    -3.110    .13644
    .83333    -2.701    .14746
    .83333    -2.292    .15646
    .83333    -2.079    .15876
    .83333    -1.883    .16094
    .83333    -1.670    .16647
    .83333    -1.473    .17123
    .83333    -1.064    .17514
    .83333     -.246    .18059
    .83333      .573    .19375
    .83333     1.391    .19672
    .83333     2.210    .20529
    .83333     3.028    .21208
    .83333     3.847    .21689
    .83333     5.484    .22157
    .83333     7.121    .24279
    .83333     8.758    .26062
    .83333     9.577    .27142
    .83333    10.395    .27883
    .83333    13.712    .30193
    .83333    15.594    .32565
    .83333    17.477    .35241
    .83333    19.114    .38215
    .83333    19.932    .39763
    .83333    20.751    .41110
    .83333    21.569    .42221
    .83333    22.388    .42832
    .83333    24.025    .44586
    .83333    25.662    .46009
    .83333    26.480    .47572
    .83333    26.890    .47946
    .83333    27.299    .49067
    .83333    27.709    .49569
    .83333    27.921    .49739
    .83333    28.117    .49867
    .83333    28.330    .50136
    .83333    28.527    .50369
    .83333    28.936    .50971
    .83333    29.755    .51522
    .83333    30.573    .52928
    .83333    31.392    .52818
    .83333    32.210    .53416
    .83333    33.029    .53860
    .83333    33.847    .53897
    .83333    35.484    .54536
    .83333    37.121    .51502
    .83333    38.759    .39758
    .83333    39.577    .31706
    .83333    40.396    .25938
    .83333    43.712    .20690
    .83333    45.595    .18310
    .83333    47.477    .14668
    .83333    49.114    .13464
    .83333    49.933    .14986
    .83333    50.751    .16823
    .83333    51.570    .17944
    .83333    52.388    .19353
    .83333    54.025    .21730
    .83333    55.662    .23803
    .83333    56.481    .24250
    .83333    56.890    .24227
    .83333    57.299    .24811
    .83333    57.709    .24975
    .83333    57.922    .24869
    .83333    58.118    .24730
    .83333    58.331    .25036
    .83333    58.527    .25332
    .83333    58.936    .25458
    .83333    59.755    .26528
    .83333    60.573    .29412
    .83333    61.392    .30295
    .83333    62.211    .30577
    .83333    63.029    .31237
    .83333    63.848    .31839
    .83333    65.485    .33906
    .83333    67.122    .36526
    .83333    68.759    .38684
    .83333    69.577    .39688
    .83333    70.396    .43342
    .88095   -23.785    .54364
    .88095   -23.572    .54457
    .88095   -23.375    .54528
    .88095   -23.162    .54732
    .88095   -22.966    .54939
    .88095   -22.557    .55532
    .88095   -21.738    .56505
    .88095   -20.920    .57280
    .88095   -20.101    .57881
    .88095   -19.282    .58785
    .88095   -18.464    .59301
    .88095   -17.645    .59720
    .88095   -16.009    .60982
    .88095   -14.372    .61876
    .88095   -12.735    .62448
    .88095   -11.916    .62511
    .88095   -11.098    .62684
    .88095    -7.781    .63839
    .88095    -5.899    .60390
    .88095    -4.016    .40450
    .88095    -2.379    .27217
    .88095    -1.560    .26695
    .88095     -.742    .27596
    .88095      .077    .27251
    .88095      .895    .25934
    .88095     2.532    .23692
    .88095     4.170    .20816
    .88095     4.988    .19711
    .88095     5.397    .19794
    .88095     5.807    .20085
    .88095     6.216    .20243
    .88095     6.428    .20878
    .88095     6.625    .21510
    .88095     6.838    .21876
    .88095     7.034    .22267
    .88095     7.444    .23169
    .88095     8.262    .24968
    .88095     9.081    .26267
    .88095     9.899    .27581
    .88095    10.718    .28914
    .88095    11.536    .29959
    .88095    12.355    .30863
    .88095    13.992    .32592
    .88095    15.629    .34968
    .88095    17.266    .37630
    .88095    18.084    .38888
    .88095    18.903    .39662
    .88095    22.219    .42591
    .88095    24.102    .44920
    .88095    25.984    .45732
    .88095    27.621    .48411
    .88095    28.440    .49655
    .88095    29.259    .50483
    .88095    30.077    .51379
    .88095    30.896    .51837
    .88095    32.533    .53970
    .88095    34.170    .55628
    .88095    34.988    .56007
    .88095    35.397    .56453
    .88095    35.807    .57217
    .88095    36.216    .57272
    .88095    36.429    .57799
    .88095    36.625    .58222
    .88095    36.838    .58248
    .88095    37.034    .58256
    .88095    37.444    .58853
    .88095    38.262    .59311
    .88095    39.081    .59285
    .88095    39.899    .59887
    .88095    40.718    .60206
    .88095    41.536    .60520
    .88095    42.355    .60949
    .88095    43.992    .60911
    .88095    45.629    .60402
    .88095    47.266    .49495
    .88095    48.084    .38971
    .88095    48.903    .31706
    .88095    52.220    .27339
    .88095    54.102    .25574
    .88095    55.985    .23225
    .88095    57.622    .22027
    .88095    58.440    .23344
    .88095    59.259    .25785
    .88095    60.077    .27534
    .88095    60.896    .29403
    .88095    62.533    .32385
    .88095    64.170    .33692
    .88095    64.989    .34565
    .88095    65.397    .35139
    .88095    65.807    .37037
    .88095    66.216    .37187
    .88095    66.429    .37082
    .88095    66.626    .36881
    .88095    66.838    .37200
    .88095    67.035    .37508
    .88095    67.444    .38089
    .88095    68.263    .39079
    .88095    69.081    .40675
    .88095    69.900    .42333
    .88095    70.718    .44137
    .88095    71.537    .45798
    .88095    72.355    .47587
    .88095    73.992    .49453
    .88095    75.629    .51574
    .88095    77.266    .53560
    .88095    78.084    .54856
    .88095    78.903    .57821
    .92857   -15.580    .56272
    .92857   -15.367    .56303
    .92857   -15.171    .56294
    .92857   -14.958    .56620
    .92857   -14.761    .56908
    .92857   -14.352    .57538
    .92857   -13.534    .58684
    .92857   -12.715    .59581
    .92857   -11.897    .60503
    .92857   -11.078    .61117
    .92857   -10.260    .61852
    .92857    -9.441    .62321
    .92857    -7.804    .62925
    .92857    -6.167    .63156
    .92857    -4.530    .63409
    .92857    -3.712    .63174
    .92857    -2.893    .63156
    .92857      .424    .63319
    .92857     2.306    .61233
    .92857     4.189    .49446
    .92857     5.826    .31834
    .92857     6.644    .28664
    .92857     7.463    .25940
    .92857     8.281    .25720
    .92857     9.100    .25380
    .92857    10.737    .24311
    .92857    12.374    .23407
    .92857    13.192    .24283
    .92857    13.602    .25313
    .92857    14.011    .26123
    .92857    14.420    .26539
    .92857    14.633    .26879
    .92857    14.829    .27248
    .92857    15.042    .27729
    .92857    15.239    .28263
    .92857    15.648    .29265
    .92857    16.466    .32119
    .92857    17.285    .34642
    .92857    18.103    .37604
    .92857    18.922    .39981
    .92857    19.740    .42500
    .92857    20.559    .44771
    .92857    22.196    .48633
    .92857    23.833    .49689
    .92857    25.470    .49635
    .92857    26.289    .49384
    .92857    27.107    .48597
    .92857    30.424    .48221
    .92857    32.307    .48880
    .92857    34.189    .48874
    .92857    35.826    .51033
    .92857    36.645    .51729
    .92857    37.463    .52135
    .92857    38.282    .53117
    .92857    39.100    .53947
    .92857    40.737    .55398
    .92857    42.374    .57041
    .92857    43.192    .57878
    .92857    43.602    .58102
    .92857    44.011    .58365
    .92857    44.421    .58438
    .92857    44.634    .58697
    .92857    44.829    .58843
    .92857    45.042    .58901
    .92857    45.239    .58968
    .92857    45.648    .59304
    .92857    46.467    .60370
    .92857    47.285    .60697
    .92857    48.104    .61206
    .92857    48.922    .61196
    .92857    49.741    .61211
    .92857    50.559    .61318
    .92857    52.196    .60885
    .92857    53.833    .60282
    .92857    55.471    .57368
    .92857    56.289    .51878
    .92857    57.108    .43161
    .92857    60.424    .27984
    .92857    62.307    .28456
    .92857    64.189    .28145
    .92857    65.826    .30248
    .92857    66.645    .32408
    .92857    67.463    .34745
    .92857    68.282    .37024
    .92857    69.100    .39537
    .92857    70.737    .43601
    .92857    72.374    .49318
    .92857    73.193    .51620
    .92857    73.602    .52281
    .92857    74.011    .53490
    .92857    74.421    .54212
    .92857    74.634    .53802
    .92857    74.830    .53410
    .92857    75.043    .53910
    .92857    75.239    .54302
    .92857    75.648    .55745
    .92857    76.467    .56570
    .92857    77.285    .56965
    .92857    78.104    .56824
    .92857    78.923    .57035
    .92857    79.741    .57199
    .92857    80.560    .57507
    .92857    82.197    .57353
    .92857    83.834    .58105
    .92857    85.471    .58257
    .92857    86.289    .58745
    .92857    87.108    .59699
    .97619    -7.722    .62006
    .97619    -7.509    .62039
    .97619    -7.313    .62075
    .97619    -7.100    .62470
    .97619    -6.903    .62842
    .97619    -6.494    .62547
    .97619    -5.676    .62683
    .97619    -4.857    .63435
    .97619    -4.039    .63979
    .97619    -3.220    .64403
    .97619    -2.402    .64712
    .97619    -1.583    .64597
    .97619      .054    .64573
    .97619     1.691    .63194
    .97619     3.328    .61495
    .97619     4.146    .60820
    .97619     4.965    .59944
    .97619     8.282    .60960
    .97619    10.164    .58840
    .97619    12.047    .56722
    .97619    13.684    .46920
    .97619    14.503    .35514
    .97619    15.321    .26212
    .97619    16.140    .23730
    .97619    16.958    .24197
    .97619    18.595    .28016
    .97619    20.232    .42536
    .97619    21.050    .44383
    .97619    21.460    .44751
    .97619    21.869    .45302
    .97619    22.278    .46191
    .97619    22.491    .48114
    .97619    22.687    .49910
    .97619    22.900    .51197
    .97619    23.097    .52281
    .97619    23.506    .55580
    .97619    24.324    .58316
    .97619    25.143    .58091
    .97619    25.961    .57649
    .97619    26.780    .56150
    .97619    27.598    .54883
    .97619    28.417    .54305
    .97619    30.054    .53692
    .97619    31.691    .53010
    .97619    33.328    .51597
    .97619    34.147    .50862
    .97619    34.965    .50620
    .97619    38.282    .51743
    .97619    40.165    .53763
    .97619    42.047    .53819
    .97619    43.684    .55231
    .97619    44.503    .55673
    .97619    45.321    .56077
    .97619    46.140    .57070
    .97619    46.958    .57922
    .97619    48.595    .60348
    .97619    50.232    .61560
    .97619    51.051    .61590
    .97619    51.460    .61517
    .97619    51.869    .61705
    .97619    52.279    .61388
    .97619    52.492    .61387
    .97619    52.688    .61372
    .97619    52.900    .61010
    .97619    53.097    .60627
    .97619    53.506    .60354
    .97619    54.325    .60251
    .97619    55.143    .59518
    .97619    55.962    .59224
    .97619    56.780    .58897
    .97619    57.599    .58316
    .97619    58.417    .57728
    .97619    60.054    .57529
    .97619    61.691    .55551
    .97619    63.329    .53596
    .97619    64.147    .48854
    .97619    64.966    .38807
    .97619    68.282    .25498
    .97619    70.165    .28291
    .97619    72.047    .44112
    .97619    73.684    .49089
    .97619    74.503    .51596
    .97619    75.321    .57319
    .97619    76.140    .62230
    .97619    76.958    .64190
    .97619    78.595    .63970
    .97619    80.232    .62333
    .97619    81.051    .62257
    .97619    81.460    .61729
    .97619    81.869    .61926
    .97619    82.279    .61811
    .97619    82.492    .61878
    .97619    82.688    .61948
    .97619    82.901    .61784
    .97619    83.097    .61650
    .97619    83.506    .61445
    .97619    84.325    .60939
    .97619    85.143    .60284
    .97619    85.962    .59812
    .97619    86.781    .59562
    .97619    87.599    .59722
    .97619    88.418    .60550
    .97619    90.055    .62929
    .97619    91.692    .65192
    .97619    93.329    .66912
    .97619    94.147    .67713
    .97619    94.966    .65631
   1.01905     4.274    .62056
   1.01905     6.157    .60501
   1.01905     8.039    .59435
   1.01905     9.676    .57489
   1.01905    10.495    .56715
   1.01905    11.313    .56336
   1.01905    12.132    .55543
   1.01905    12.950    .54924
   1.01905    14.587    .52289
   1.01905    16.224    .48785
   1.01905    17.043    .46532
   1.01905    17.452    .44431
   1.01905    17.861    .41969
   1.01905    18.270    .40149
   1.01905    18.483    .38031
   1.01905    18.680    .36239
   1.01905    18.892    .33046
   1.01905    19.089    .30539
   1.01905    19.498    .27723
   1.01905    20.317    .31040
   1.01905    21.135    .39246
   1.01905    21.953    .44343
   1.01905    22.772    .49070
   1.01905    23.591    .54659
   1.01905    24.409    .59155
   1.01905    26.046    .62693
   1.01905    27.683    .60043
   1.01905    29.320    .56305
   1.01905    30.139    .54882
   1.01905    30.957    .53279
   1.01905    34.274    .50931
   1.01905    36.157    .49944
   1.01905    38.039    .49444
   1.01905    39.676    .51817
   1.01905    40.495    .52903
   1.01905    41.313    .53394
   1.01905    42.132    .54445
   1.01905    42.950    .54673
   1.01905    44.587    .54405
   1.01905    46.224    .54646
   1.01905    47.043    .55020
   1.01905    47.452    .55576
   1.01905    47.861    .55735
   1.01905    48.271    .56361
   1.01905    48.484    .56835
   1.01905    48.680    .57368
   1.01905    48.893    .58119
   1.01905    49.089    .58835
   1.01905    49.498    .59730
   1.01905    50.317    .61440
   1.01905    51.135    .62211
   1.01905    51.954    .62301
   1.01905    52.772    .62080
   1.01905    53.591    .61565
   1.01905    54.409    .60697
   1.01905    56.047    .59339
   1.01905    57.684    .58014
   1.01905    59.321    .56977
   1.01905    60.139    .56290
   1.01905    60.958    .55870
   1.01905    64.274    .52067
   1.01905    66.157    .49744
   1.01905    68.040    .46001
   1.01905    69.677    .38699
   1.01905    70.495    .33083
   1.01905    71.313    .28810
   1.01905    72.132    .32042
   1.01905    72.950    .41828
   1.01905    74.587    .56168
   1.01905    76.224    .63948
   1.01905    77.043    .67344
   1.01905    77.453    .68336
   1.01905    77.861    .68134
   1.01905    78.271    .68399
   1.01905    78.484    .68701
   1.01905    78.680    .68976
   1.01905    78.893    .69283
   1.01905    79.090    .69565
   1.01905    79.498    .68702
   1.01905    80.317    .68914
   1.01905    81.136    .67467
   1.01905    81.954    .66213
   1.01905    82.773    .65378
   1.01905    83.591    .64595
   1.01905    84.410    .64506
   1.01905    86.047    .63578
   1.01905    87.684    .61961
   1.01905    89.321    .59783
   1.01905    90.140    .59712
   1.01905    90.958    .61354
   1.01905    94.274    .64473
   1.01905    96.157    .64403
   1.01905    98.040    .64077
   1.01905    99.677    .64216
   1.01905   100.495    .64326
   1.01905   101.314    .64527
   1.01905   102.132    .65043
   1.01905   102.951    .65308
   1.01905   104.588    .64922

