     Yi/Gi      Z/B      Cr/U2     Cu/U2  
   1.50977    .05000    .16954    .44447
   1.52568    .05000    .18774    .42616
   1.54160    .05000    .18476    .40944
   1.55751    .05000    .19708    .39550
   1.57343    .05000    .20163    .39115
   1.58934    .05000    .20808    .38690
   1.62117    .05000    .22754    .38985
   1.65300    .05000    .23323    .39762
   1.68484    .05000    .22003    .40601
   1.70075    .05000    .21571    .40781
   1.71667    .05000    .21278    .40847
   1.78116    .05000    .17429    .40968
   1.81776    .05000    .17405    .42560
   1.85437    .05000    .17399    .43212
   1.88620    .05000    .17333    .43256
   1.90211    .05000    .17582    .43261
   1.91803    .05000    .17738    .43266
   1.93394    .05000    .17778    .43378
   1.94986    .05000    .18024    .43340
   1.98169    .05000    .17629    .43518
    .03116    .07500    .18889    .37394
    .06776    .07500    .19005    .36704
    .10437    .07500    .19023    .34690
    .13620    .07500    .19273    .31236
    .15211    .07500    .18622    .28182
    .16803    .07500    .15764    .25365
    .18394    .07500    .11048    .26328
    .19986    .07500    .08066    .29879
    .23169    .07500    .07619    .35542
    .26352    .07500    .01710    .44573
    .27944    .07500   -.00711    .55296
    .28740    .07500   -.02585    .61904
    .29535    .07500   -.02345    .59094
    .30331    .07500   -.01717    .62592
    .30745    .07500   -.00226    .65583
    .31127    .07500    .01839    .68149
    .31541    .07500    .02667    .68824
    .31923    .07500    .03352    .68999
    .32718    .07500    .03609    .67722
    .34310    .07500    .13369    .65778
    .35901    .07500    .14958    .62086
    .37493    .07500    .17106    .57490
    .39085    .07500    .20155    .54218
    .40676    .07500    .20813    .51776
    .42268    .07500    .21323    .49819
    .45451    .07500    .18976    .45058
    .48634    .07500    .19158    .38781
    .51817    .07500    .21195    .36636
    .53408    .07500    .21411    .36568
    .55000    .07500    .21597    .36775
    .61449    .07500    .18474    .39813
    .65110    .07500    .17586    .39056
    .68770    .07500    .17667    .38412
    .71953    .07500    .17557    .39334
    .73545    .07500    .17473    .39754
    .75136    .07500    .17273    .40171
    .76728    .07500    .16574    .40538
    .78319    .07500    .15916    .40636
    .81502    .07500    .15242    .40585
    .84686    .07500    .14669    .40403
    .86277    .07500    .14610    .40923
    .87073    .07500    .13700    .41428
    .87869    .07500    .12480    .41404
    .88664    .07500    .12136    .40700
    .89078    .07500    .11569    .40139
    .89460    .07500    .10967    .39593
    .89874    .07500    .11004    .39326
    .90256    .07500    .11130    .39016
    .91052    .07500    .10589    .37509
    .92643    .07500    .11732    .35422
    .94235    .07500    .13856    .35139
    .95826    .07500    .15312    .34998
    .97418    .07500    .16198    .35467
    .99009    .07500    .16750    .35826
   1.00601    .07500    .17276    .36169
   1.03784    .07500    .17694    .35542
   1.06967    .07500    .18471    .34514
   1.10150    .07500    .18875    .33384
   1.11742    .07500    .18909    .32712
   1.13333    .07500    .18707    .31855
   1.19782    .07500    .09661    .27400
   1.23443    .07500    .07724    .34849
   1.27103    .07500    .05464    .43942
   1.30286    .07500    .03612    .60435
   1.31878    .07500    .08696    .65518
   1.33470    .07500    .14888    .67018
   1.35061    .07500    .19642    .66503
   1.36653    .07500    .19784    .66603
   1.39836    .07500    .14482    .63806
   1.43019    .07500    .12614    .59684
   1.44610    .07500    .13496    .57086
   1.45406    .07500    .14520    .55675
   1.46202    .07500    .13621    .54437
   1.46998    .07500    .14700    .52521
   1.47412    .07500    .13935    .51980
   1.47793    .07500    .13119    .51471
   1.48207    .07500    .13972    .50133
   1.48589    .07500    .14665    .48898
   1.49385    .07500    .14516    .46524
   1.50977    .07500    .16901    .42508
   1.52568    .07500    .17153    .41893
   1.54160    .07500    .17380    .40224
   1.55751    .07500    .17628    .38138
   1.57343    .07500    .18522    .36183
   1.58934    .07500    .19592    .34827
   1.62117    .07500    .20171    .34847
   1.65300    .07500    .19997    .36035
   1.68484    .07500    .18672    .36790
   1.70075    .07500    .17810    .36996
   1.71667    .07500    .17053    .36994
   1.78116    .07500    .16419    .38396
   1.81776    .07500    .16468    .39536
   1.85437    .07500    .16289    .40649
   1.88620    .07500    .15975    .40996
   1.90211    .07500    .15939    .41148
   1.91803    .07500    .15967    .41182
   1.93394    .07500    .16150    .41366
   1.94986    .07500    .16334    .41557
   1.98169    .07500    .15561    .41966
    .03116    .10000    .16618    .34351
    .06776    .10000    .17117    .33625
    .10437    .10000    .17652    .31662
    .13620    .10000    .17481    .28113
    .15211    .10000    .16349    .24874
    .16803    .10000    .12763    .22615
    .18394    .10000    .08676    .24536
    .19986    .10000    .06828    .28055
    .23169    .10000    .06993    .32858
    .26352    .10000    .02886    .39272
    .27944    .10000   -.00367    .51558
    .28740    .10000   -.02550    .59571
    .29535    .10000   -.01205    .63582
    .30331    .10000    .00749    .66685
    .30745    .10000    .02055    .67767
    .31127    .10000    .03355    .68733
    .31541    .10000    .04562    .69199
    .31923    .10000    .05482    .69358
    .32718    .10000    .08112    .69071
    .34310    .10000    .10935    .65232
    .35901    .10000    .09599    .59750
    .37493    .10000    .15375    .56871
    .39085    .10000    .17581    .54211
    .40676    .10000    .18153    .51772
    .42268    .10000    .17931    .49677
    .45451    .10000    .15213    .44708
    .48634    .10000    .16303    .37908
    .51817    .10000    .20478    .34317
    .53408    .10000    .21360    .34142
    .55000    .10000    .21543    .34764
    .61449    .10000    .17701    .36819
    .65110    .10000    .16436    .36220
    .68770    .10000    .15705    .35570
    .71953    .10000    .15931    .35872
    .73545    .10000    .15739    .36315
    .75136    .10000    .15449    .36766
    .76728    .10000    .15008    .37231
    .78319    .10000    .14592    .37533
    .81502    .10000    .13294    .37491
    .84686    .10000    .12484    .37304
    .86277    .10000    .12292    .37215
    .87073    .10000    .11846    .37193
    .87869    .10000    .11152    .36980
    .88664    .10000    .10638    .36390
    .89078    .10000    .10240    .36108
    .89460    .10000    .09957    .35804
    .89874    .10000    .09856    .35306
    .90256    .10000    .09720    .34832
    .91052    .10000    .09490    .33653
    .92643    .10000    .10696    .32043
    .94235    .10000    .12349    .31235
    .95826    .10000    .14078    .31359
    .97418    .10000    .15224    .32024
    .99009    .10000    .15480    .32297
   1.00601    .10000    .15977    .32546
   1.03784    .10000    .16625    .32475
   1.06967    .10000    .17281    .31959
   1.10150    .10000    .18402    .30725
   1.11742    .10000    .18894    .29708
   1.13333    .10000    .19003    .28580
   1.19782    .10000    .07776    .26484
   1.23443    .10000    .06444    .33633
   1.27103    .10000    .05116    .42150
   1.30286    .10000    .02639    .59587
   1.31878    .10000    .06445    .65342
   1.33470    .10000    .11893    .66547
   1.35061    .10000    .14968    .66365
   1.36653    .10000    .16483    .65952
   1.39836    .10000    .11463    .63947
   1.43019    .10000    .09620    .58217
   1.44610    .10000    .10187    .56165
   1.45406    .10000    .11796    .55085
   1.46202    .10000    .11994    .54373
   1.46998    .10000    .11413    .52733
   1.47412    .10000    .11823    .52055
   1.47793    .10000    .12135    .51353
   1.48207    .10000    .12667    .49818
   1.48589    .10000    .13064    .48461
   1.49385    .10000    .13748    .46650
   1.50977    .10000    .14944    .44078
   1.52568    .10000    .15853    .41426
   1.54160    .10000    .15128    .39953
   1.55751    .10000    .15860    .38041
   1.57343    .10000    .17033    .35279
   1.58934    .10000    .18607    .33004
   1.62117    .10000    .19300    .32878
   1.65300    .10000    .19056    .34013
   1.68484    .10000    .18288    .34866
   1.70075    .10000    .17732    .35159
   1.71667    .10000    .17206    .35323
   1.78116    .10000    .14619    .35091
   1.81776    .10000    .14859    .35766
   1.85437    .10000    .14930    .36760
   1.88620    .10000    .14234    .37369
   1.90211    .10000    .14042    .37533
   1.91803    .10000    .13771    .37631
   1.93394    .10000    .13662    .37723
   1.94986    .10000    .13659    .37796
   1.98169    .10000    .13612    .37810
    .03116    .15000    .15873    .32812
    .06776    .15000    .16316    .32274
    .10437    .15000    .17038    .30219
    .13620    .15000    .17193    .26234
    .15211    .15000    .15508    .22797
    .16803    .15000    .11282    .21457
    .18394    .15000    .06565    .24495
    .19986    .15000    .04776    .28651
    .23169    .15000    .05995    .32306
    .26352    .15000    .03419    .37337
    .27944    .15000   -.00512    .44906
    .28740    .15000    .00839    .41167
    .29535    .15000   -.03544    .46617
    .30331    .15000   -.04414    .55051
    .30745    .15000   -.03510    .56274
    .31127    .15000   -.02014    .57344
    .31541    .15000   -.01950    .57077
    .31923    .15000   -.01899    .56605
    .32718    .15000    .00708    .56174
    .34310    .15000   -.00696    .54236
    .35901    .15000    .06029    .55091
    .37493    .15000    .06709    .51726
    .39085    .15000    .11601    .53271
    .40676    .15000    .13428    .52176
    .42268    .15000    .12785    .50490
    .45451    .15000    .10506    .45816
    .48634    .15000    .12785    .38856
    .51817    .15000    .18232    .33268
    .53408    .15000    .19607    .32527
    .55000    .15000    .20261    .32847
    .61449    .15000    .16675    .35643
    .65110    .15000    .15397    .35235
    .68770    .15000    .14889    .34362
    .71953    .15000    .15277    .34563
    .73545    .15000    .15274    .34852
    .75136    .15000    .15056    .35322
    .76728    .15000    .14314    .35909
    .78319    .15000    .13683    .36325
    .81502    .15000    .12850    .36652
    .84686    .15000    .12019    .36406
    .86277    .15000    .11213    .36368
    .87073    .15000    .10168    .36963
    .87869    .15000    .10065    .36173
    .88664    .15000    .09283    .35375
    .89078    .15000    .08931    .34794
    .89460    .15000    .08564    .34226
    .89874    .15000    .08173    .33418
    .90256    .15000    .07796    .32631
    .91052    .15000    .07573    .31165
    .92643    .15000    .08794    .29247
    .94235    .15000    .10935    .29297
    .95826    .15000    .12513    .30992
    .97418    .15000    .13204    .30168
    .99009    .15000    .13993    .30528
   1.00601    .15000    .14996    .30787
   1.03784    .15000    .15598    .30998
   1.06967    .15000    .16361    .30771
   1.10150    .15000    .17611    .29699
   1.11742    .15000    .18191    .28814
   1.13333    .15000    .18418    .27635
   1.19782    .15000    .05564    .27606
   1.23443    .15000    .04713    .33442
   1.27103    .15000    .01580    .45137
   1.30286    .15000    .01584    .55608
   1.31878    .15000    .01971    .58512
   1.33470    .15000    .04474    .60630
   1.35061    .15000    .08370    .61262
   1.36653    .15000    .10127    .61446
   1.39836    .15000    .04978    .58004
   1.43019    .15000    .05059    .53997
   1.44610    .15000    .07563    .53732
   1.45406    .15000    .09943    .54036
   1.46202    .15000    .09957    .53594
   1.46998    .15000    .09937    .52297
   1.47412    .15000    .10251    .51332
   1.47793    .15000    .10370    .50418
   1.48207    .15000    .10683    .49165
   1.48589    .15000    .10883    .47968
   1.49385    .15000    .10715    .46198
   1.50977    .15000    .12074    .43853
   1.52568    .15000    .11498    .43657
   1.54160    .15000    .06869    .43511
   1.55751    .15000    .09341    .40550
   1.57343    .15000    .11286    .37101
   1.58934    .15000    .13782    .34117
   1.62117    .15000    .17273    .32107
   1.65300    .15000    .18047    .32769
   1.68484    .15000    .17343    .33719
   1.70075    .15000    .16858    .34101
   1.71667    .15000    .16304    .34422
   1.78116    .15000    .14007    .33781
   1.81776    .15000    .14176    .34385
   1.85437    .15000    .13846    .35490
   1.88620    .15000    .13354    .36248
   1.90211    .15000    .13236    .36435
   1.91803    .15000    .13182    .36503
   1.93394    .15000    .13207    .36470
   1.94986    .15000    .13132    .36432
   1.98169    .15000    .12890    .36435
    .03116    .20000    .15507    .33980
    .06776    .20000    .16185    .33217
    .10437    .20000    .17307    .30912
    .13620    .20000    .17218    .25834
    .15211    .20000    .14694    .22173
    .16803    .20000    .10158    .21874
    .18394    .20000    .05527    .25643
    .19986    .20000    .03546    .29562
    .23169    .20000    .05363    .34037
    .26352    .20000    .01249    .37439
    .27944    .20000    .00138    .38862
    .28740    .20000   -.00203    .39227
    .29535    .20000   -.00910    .39751
    .30331    .20000   -.03403    .41605
    .30745    .20000   -.03114    .42421
    .31127    .20000   -.02873    .43345
    .31541    .20000   -.03227    .44053
    .31923    .20000   -.03604    .44759
    .32718    .20000   -.03130    .45510
    .34310    .20000   -.02062    .47608
    .35901    .20000    .01731    .50464
    .37493    .20000    .06259    .52033
    .39085    .20000    .11068    .51649
    .40676    .20000    .11582    .50128
    .42268    .20000    .10448    .48875
    .45451    .20000    .08293    .45254
    .48634    .20000    .11082    .39900
    .51817    .20000    .17784    .34267
    .53408    .20000    .19113    .33659
    .55000    .20000    .19259    .34065
    .61449    .20000    .16285    .36370
    .65110    .20000    .15093    .35930
    .68770    .20000    .15086    .34769
    .71953    .20000    .15436    .35105
    .73545    .20000    .15382    .35542
    .75136    .20000    .15136    .36047
    .76728    .20000    .14591    .36535
    .78319    .20000    .13960    .36936
    .81502    .20000    .12279    .37342
    .84686    .20000    .11784    .37297
    .86277    .20000    .11081    .37201
    .87073    .20000    .10872    .36982
    .87869    .20000    .10194    .36369
    .88664    .20000    .09024    .36022
    .89078    .20000    .08809    .35681
    .89460    .20000    .08600    .35348
    .89874    .20000    .08391    .34877
    .90256    .20000    .08174    .34408
    .91052    .20000    .08238    .33101
    .92643    .20000    .09239    .31224
    .94235    .20000    .10891    .30907
    .95826    .20000    .12260    .30978
    .97418    .20000    .13697    .30918
    .99009    .20000    .14329    .31286
   1.00601    .20000    .14978    .31571
   1.03784    .20000    .15731    .31660
   1.06967    .20000    .16799    .31056
   1.10150    .20000    .18032    .29697
   1.11742    .20000    .18523    .28464
   1.13333    .20000    .18588    .26596
   1.19782    .20000    .07799    .26217
   1.23443    .20000    .04476    .34105
   1.27103    .20000    .02710    .49553
   1.30286    .20000    .05199    .60695
   1.31878    .20000    .05571    .60653
   1.33470    .20000    .04823    .59153
   1.35061    .20000    .03219    .56681
   1.36653    .20000    .03207    .54245
   1.39836    .20000    .02463    .51678
   1.43019    .20000    .04136    .52365
   1.44610    .20000    .06816    .52987
   1.45406    .20000    .06618    .52977
   1.46202    .20000    .08444    .52364
   1.46998    .20000    .09328    .51638
   1.47412    .20000    .10056    .50992
   1.47793    .20000    .10784    .50299
   1.48207    .20000    .10758    .49552
   1.48589    .20000    .10422    .48857
   1.49385    .20000    .09911    .47434
   1.50977    .20000    .10662    .46261
   1.52568    .20000    .08351    .45234
   1.54160    .20000    .06627    .43392
   1.55751    .20000    .06010    .40862
   1.57343    .20000    .08566    .37666
   1.58934    .20000    .12325    .34603
   1.62117    .20000    .17042    .32506
   1.65300    .20000    .18180    .33065
   1.68484    .20000    .16740    .34188
   1.70075    .20000    .15976    .34625
   1.71667    .20000    .15193    .34983
   1.78116    .20000    .13915    .34446
   1.81776    .20000    .14443    .35278
   1.85437    .20000    .14228    .36700
   1.88620    .20000    .13418    .37598
   1.90211    .20000    .13165    .37824
   1.91803    .20000    .12988    .37952
   1.93394    .20000    .13055    .37759
   1.94986    .20000    .13220    .37509
   1.98169    .20000    .12871    .37378
    .03116    .27500    .20546    .38839
    .06776    .27500    .21837    .38052
    .10437    .27500    .23296    .35935
    .13620    .27500    .22885    .30951
    .15211    .27500    .20784    .26922
    .16803    .27500    .16260    .24214
    .18394    .27500    .11021    .26324
    .19986    .27500    .07634    .30856
    .23169    .27500    .05337    .37703
    .26352    .27500   -.00328    .40948
    .27944    .27500   -.00468    .46387
    .28740    .27500   -.00644    .48599
    .29535    .27500    .00144    .50567
    .30331    .27500   -.00917    .52040
    .30745    .27500    .00457    .54152
    .31127    .27500    .01740    .56067
    .31541    .27500    .01662    .56696
    .31923    .27500    .01773    .57195
    .32718    .27500    .02783    .57933
    .34310    .27500    .06508    .58539
    .35901    .27500    .07214    .56076
    .37493    .27500    .07807    .54358
    .39085    .27500    .08610    .53121
    .40676    .27500    .07853    .49958
    .42268    .27500    .06872    .47382
    .45451    .27500    .11151    .41998
    .48634    .27500    .19602    .33518
    .51817    .27500    .20854    .31731
    .53408    .27500    .20254    .32174
    .55000    .27500    .19067    .32996
    .61449    .27500    .13847    .35445
    .65110    .27500    .14464    .33873
    .68770    .27500    .15910    .33358
    .71953    .27500    .15750    .34736
    .73545    .27500    .15469    .35542
    .75136    .27500    .15247    .36283
    .76728    .27500    .14516    .36855
    .78319    .27500    .13914    .37228
    .81502    .27500    .12719    .37214
    .84686    .27500    .12298    .37375
    .86277    .27500    .12564    .36737
    .87073    .27500    .12073    .36804
    .87869    .27500    .11895    .36092
    .88664    .27500    .11344    .35630
    .89078    .27500    .11571    .35324
    .89460    .27500    .11856    .34989
    .89874    .27500    .12046    .34686
    .90256    .27500    .12208    .34412
    .91052    .27500    .12993    .33755
    .92643    .27500    .15566    .33024
    .94235    .27500    .17548    .33420
    .95826    .27500    .19290    .34411
    .97418    .27500    .20463    .35546
    .99009    .27500    .21404    .36381
   1.00601    .27500    .22604    .37060
   1.03784    .27500    .23474    .37630
   1.06967    .27500    .24610    .37299
   1.10150    .27500    .24428    .35043
   1.11742    .27500    .24067    .33200
   1.13333    .27500    .23326    .30712
   1.19782    .27500    .06879    .27195
   1.23443    .27500    .04040    .35724
   1.27103    .27500    .03278    .53974
   1.30286    .27500    .07608    .67279
   1.31878    .27500    .08513    .66219
   1.33470    .27500    .07221    .62253
   1.35061    .27500    .05065    .57144
   1.36653    .27500    .04513    .54265
   1.39836    .27500    .06584    .55003
   1.43019    .27500    .11046    .54089
   1.44610    .27500    .12344    .52701
   1.45406    .27500    .13279    .52145
   1.46202    .27500    .11448    .51208
   1.46998    .27500    .12055    .49753
   1.47412    .27500    .10306    .49040
   1.47793    .27500    .08473    .48454
   1.48207    .27500    .07921    .48296
   1.48589    .27500    .07361    .48214
   1.49385    .27500    .06978    .45823
   1.50977    .27500    .05301    .43861
   1.52568    .27500    .05023    .42057
   1.54160    .27500    .04650    .39857
   1.55751    .27500    .07891    .37216
   1.57343    .27500    .12074    .33586
   1.58934    .27500    .16287    .30544
   1.62117    .27500    .18418    .30687
   1.65300    .27500    .17710    .32934
   1.68484    .27500    .16291    .33736
   1.70075    .27500    .15736    .33921
   1.71667    .27500    .15349    .34030
   1.78116    .27500    .15946    .34511
   1.81776    .27500    .16797    .36251
   1.85437    .27500    .16842    .37977
   1.88620    .27500    .16627    .39117
   1.90211    .27500    .16314    .39722
   1.91803    .27500    .16279    .40078
   1.93394    .27500    .15622    .40245
   1.94986    .27500    .15036    .40441
   1.98169    .27500    .15735    .40369
    .03116    .35000    .22301    .41433
    .06776    .35000    .24304    .40193
    .10437    .35000    .25428    .37718
    .13620    .35000    .24622    .32842
    .15211    .35000    .22182    .28711
    .16803    .35000    .17153    .26497
    .18394    .35000    .11536    .28636
    .19986    .35000    .08738    .32757
    .23169    .35000    .07972    .38574
    .26352    .35000    .01514    .42702
    .27944    .35000    .01621    .47014
    .28739    .35000    .00707    .48479
    .29535    .35000   -.00137    .51498
    .30331    .35000    .01702    .53534
    .30745    .35000    .01417    .55391
    .31127    .35000    .01566    .56965
    .31541    .35000    .00567    .55974
    .31923    .35000   -.00324    .55085
    .32718    .35000    .03925    .59106
    .34310    .35000    .06893    .58697
    .35901    .35000    .10346    .56969
    .37493    .35000    .12689    .53868
    .39085    .35000    .13259    .51022
    .40676    .35000    .10109    .49523
    .42268    .35000    .07306    .48402
    .45451    .35000    .08350    .42990
    .48634    .35000    .12733    .36156
    .51817    .35000    .20226    .31795
    .53408    .35000    .21307    .31871
    .55000    .35000    .20942    .32904
    .61449    .35000    .14200    .36045
    .65109    .35000    .14537    .34548
    .68770    .35000    .15656    .33697
    .71953    .35000    .16058    .35143
    .73545    .35000    .15996    .36015
    .75136    .35000    .15779    .36899
    .76728    .35000    .14865    .37585
    .78319    .35000    .13968    .38181
    .81502    .35000    .13131    .38736
    .84686    .35000    .12850    .38332
    .86277    .35000    .13154    .38084
    .87073    .35000    .12858    .37361
    .87869    .35000    .12639    .37746
    .88664    .35000    .13301    .36988
    .89078    .35000    .12650    .36936
    .89460    .35000    .12068    .36918
    .89874    .35000    .11952    .36287
    .90256    .35000    .11891    .35632
    .91052    .35000    .13105    .35906
    .92643    .35000    .15885    .35349
    .94235    .35000    .17050    .36264
    .95826    .35000    .18809    .36582
    .97418    .35000    .20571    .37605
    .99009    .35000    .21488    .38524
   1.00601    .35000    .22236    .39437
   1.03784    .35000    .23516    .39516
   1.06967    .35000    .24747    .38597
   1.10150    .35000    .25331    .35936
   1.11742    .35000    .25402    .33884
   1.13333    .35000    .25111    .31284
   1.19782    .35000    .07121    .29553
   1.23443    .35000    .04733    .38087
   1.27103    .35000    .05194    .56275
   1.30286    .35000    .10004    .67470
   1.31878    .35000    .11095    .67275
   1.33470    .35000    .09418    .64988
   1.35061    .35000    .07003    .60512
   1.36653    .35000    .04582    .56841
   1.39836    .35000    .04304    .52842
   1.43019    .35000    .11081    .53935
   1.44610    .35000    .14933    .53062
   1.45406    .35000    .15513    .51405
   1.46202    .35000    .14935    .50745
   1.46998    .35000    .13634    .50264
   1.47412    .35000    .13268    .49536
   1.47793    .35000    .12654    .48949
   1.48207    .35000    .12370    .47833
   1.48589    .35000    .12279    .46783
   1.49385    .35000    .07917    .46858
   1.50977    .35000    .06659    .44216
   1.52568    .35000    .04853    .42168
   1.54160    .35000    .05151    .39566
   1.55751    .35000    .08360    .36024
   1.57343    .35000    .09657    .34430
   1.58934    .35000    .12234    .32542
   1.62117    .35000    .17847    .30796
   1.65300    .35000    .19028    .32801
   1.68484    .35000    .16870    .34600
   1.70075    .35000    .16087    .35126
   1.71667    .35000    .15341    .35531
   1.78116    .35000    .16730    .35585
   1.81776    .35000    .17727    .37400
   1.85437    .35000    .17490    .39655
   1.88620    .35000    .16750    .41572
   1.90211    .35000    .16384    .42443
   1.91803    .35000    .16377    .42952
   1.93394    .35000    .15590    .43258
   1.94986    .35000    .15040    .43554
   1.98169    .35000    .15570    .43154
    .03116    .42500    .22404    .42768
    .06776    .42500    .24310    .40585
    .10437    .42500    .25925    .37197
    .13620    .42500    .23801    .31390
    .15211    .42500    .19618    .27753
    .16803    .42500    .13544    .28022
    .18394    .42500    .09483    .31551
    .19986    .42500    .08370    .35418
    .23169    .42500    .07437    .41193
    .26352    .42500    .02583    .44482
    .27944    .42500    .03296    .49174
    .28739    .42500    .00841    .51402
    .29535    .42500    .01823    .51269
    .30331    .42500    .01695    .54540
    .30745    .42500    .02309    .55837
    .31127    .42500    .03101    .57195
    .31541    .42500    .03154    .57760
    .31923    .42500    .02934    .58132
    .32718    .42500    .03374    .57917
    .34310    .42500    .07055    .58177
    .35901    .42500    .13152    .55918
    .37493    .42500    .12679    .54402
    .39085    .42500    .11806    .52510
    .40676    .42500    .10347    .50403
    .42268    .42500    .08581    .48325
    .45451    .42500    .08979    .42090
    .48634    .42500    .13720    .34248
    .51817    .42500    .19231    .31524
    .53408    .42500    .19923    .31895
    .55000    .42500    .19453    .33108
    .61449    .42500    .14845    .35837
    .65109    .42500    .14405    .34713
    .68770    .42500    .15642    .33732
    .71953    .42500    .16407    .35349
    .73545    .42500    .16477    .36308
    .75136    .42500    .16352    .37265
    .76728    .42500    .15762    .38164
    .78319    .42500    .14980    .39004
    .81502    .42500    .14277    .39392
    .84686    .42500    .13844    .40012
    .86277    .42500    .14056    .40156
    .87073    .42500    .12606    .40607
    .87869    .42500    .13650    .39533
    .88664    .42500    .13945    .39301
    .89078    .42500    .13478    .39170
    .89460    .42500    .13037    .38941
    .89874    .42500    .13277    .38478
    .90256    .42500    .13497    .38077
    .91052    .42500    .12993    .37908
    .92643    .42500    .15966    .38065
    .94235    .42500    .18878    .38218
    .95826    .42500    .19520    .39373
    .97418    .42500    .20494    .40059
    .99009    .42500    .22011    .40785
   1.00601    .42500    .23397    .41388
   1.03784    .42500    .25029    .40736
   1.06967    .42500    .26277    .39664
   1.10150    .42500    .27003    .38491
   1.11742    .42500    .27016    .37447
   1.13333    .42500    .26557    .36300
   1.19782    .42500    .06728    .32212
   1.23443    .42500    .03571    .41221
   1.27103    .42500    .04397    .61626
   1.30286    .42500    .11790    .67491
   1.31878    .42500    .12494    .65711
   1.33470    .42500    .10804    .63319
   1.35061    .42500    .08642    .59560
   1.36653    .42500    .07040    .56543
   1.39836    .42500    .07862    .54408
   1.43019    .42500    .11705    .52094
   1.44610    .42500    .16076    .50220
   1.45406    .42500    .16139    .49933
   1.46202    .42500    .15822    .47435
   1.46998    .42500    .14335    .47880
   1.47412    .42500    .13919    .47438
   1.47793    .42500    .13540    .46896
   1.48207    .42500    .12657    .46524
   1.48589    .42500    .11722    .46279
   1.49385    .42500    .10645    .45173
   1.50977    .42500    .07146    .43852
   1.52568    .42500    .06868    .42307
   1.54160    .42500    .05470    .40462
   1.55751    .42500    .06640    .37404
   1.57343    .42500    .09881    .34070
   1.58934    .42500    .14345    .30765
   1.62117    .42500    .18083    .30567
   1.65300    .42500    .18410    .32552
   1.68484    .42500    .16720    .33673
   1.70075    .42500    .16126    .33875
   1.71667    .42500    .15877    .33994
   1.78116    .42500    .16422    .36492
   1.81776    .42500    .17347    .38820
   1.85437    .42500    .17165    .41650
   1.88620    .42500    .15467    .43512
   1.90211    .42500    .15049    .44114
   1.91803    .42500    .14856    .44394
   1.93394    .42500    .14404    .44816
   1.94986    .42500    .14421    .45020
   1.98169    .42500    .15803    .44761
    .03116    .50000    .20489    .42379
    .06776    .50000    .21358    .40308
    .10437    .50000    .22373    .36213
    .13620    .50000    .21340    .29451
