     R/R2    Teta(deg)    Cp    
   1.01905    83.823    .67544
   1.01905    84.036    .68207
   1.01905    84.232    .68801
   1.01905    84.641    .69477
   1.01905    85.460    .69775
   1.01905    86.279    .68899
   1.01905    87.097    .67582
   1.01905    87.916    .66861
   1.01905    88.734    .66241
   1.01905    89.553    .66405
   1.01905    91.190    .67019
   1.01905    92.827    .69742
   1.01905    94.464    .70616
   1.01905    95.283    .71008
   1.01905    96.101    .71651
   1.01905    99.417    .70606
   1.01905   101.300    .70329
   1.01905   103.183    .71672

